,,,,Daily Arrival Report-01-01-2024 to 31-12-2024 for Maharashtra,,,
State,District,Market,Commodity Group,Commodity,Arrival Quantity,Arrival Unit,Arrival Date
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,0.10,Metric Tonnes,02-12-2024
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,0.10,Metric Tonnes,04-11-2024
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,0.20,Metric Tonnes,28-09-2024
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,0.60,Metric Tonnes,30-08-2024
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,0.30,Metric Tonnes,23-08-2024
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,3.30,Metric Tonnes,15-07-2024
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,0.90,Metric Tonnes,10-07-2024
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,0.20,Metric Tonnes,12-06-2024
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,0.30,Metric Tonnes,08-06-2024
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,4.00,Metric Tonnes,01-06-2024
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,3.00,Metric Tonnes,29-05-2024
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,0.60,Metric Tonnes,25-05-2024
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,1.80,Metric Tonnes,17-05-2024
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,2.50,Metric Tonnes,11-05-2024
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,3.50,Metric Tonnes,04-05-2024
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,1.00,Metric Tonnes,27-04-2024
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,1.60,Metric Tonnes,06-04-2024
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,0.50,Metric Tonnes,05-04-2024
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,1.00,Metric Tonnes,02-03-2024
Maharashtra,Nanded,Kandhar APMC,Spices,Turmeric,0.50,Metric Tonnes,27-05-2024
Maharashtra,Nanded,Kandhar APMC,Spices,Turmeric,1.60,Metric Tonnes,22-05-2024
Maharashtra,Nanded,Kandhar APMC,Spices,Turmeric,2.20,Metric Tonnes,19-05-2024
Maharashtra,Nanded,Kandhar APMC,Spices,Turmeric,0.20,Metric Tonnes,13-05-2024
Maharashtra,Nanded,Kandhar APMC,Spices,Turmeric,4.00,Metric Tonnes,12-05-2024
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,0.40,Metric Tonnes,25-11-2024
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,2.10,Metric Tonnes,25-10-2024
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,0.90,Metric Tonnes,14-10-2024
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,1.00,Metric Tonnes,04-10-2024
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,0.50,Metric Tonnes,03-10-2024
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,1.30,Metric Tonnes,30-09-2024
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,0.50,Metric Tonnes,28-09-2024
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,1.50,Metric Tonnes,27-09-2024
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,1.70,Metric Tonnes,26-09-2024
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,0.30,Metric Tonnes,21-09-2024
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,0.30,Metric Tonnes,19-09-2024
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,1.50,Metric Tonnes,18-09-2024
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,0.70,Metric Tonnes,14-09-2024
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,1.50,Metric Tonnes,28-08-2024
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,0.30,Metric Tonnes,24-08-2024
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,0.40,Metric Tonnes,23-08-2024
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,0.30,Metric Tonnes,10-08-2024
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,1.40,Metric Tonnes,05-08-2024
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,1.30,Metric Tonnes,03-08-2024
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,1.20,Metric Tonnes,02-08-2024
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,1.10,Metric Tonnes,31-07-2024
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,0.90,Metric Tonnes,24-07-2024
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,0.40,Metric Tonnes,22-07-2024
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,0.30,Metric Tonnes,08-07-2024
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,1.20,Metric Tonnes,06-07-2024
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,2.60,Metric Tonnes,04-07-2024
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,1.00,Metric Tonnes,28-06-2024
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,2.50,Metric Tonnes,21-06-2024
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,1.30,Metric Tonnes,20-06-2024
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,0.80,Metric Tonnes,12-06-2024
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,1.60,Metric Tonnes,07-06-2024
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,3.20,Metric Tonnes,30-05-2024
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,1.80,Metric Tonnes,22-05-2024
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,1.30,Metric Tonnes,18-05-2024
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,2.80,Metric Tonnes,17-05-2024
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,1.50,Metric Tonnes,09-05-2024
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,1.00,Metric Tonnes,04-05-2024
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,1.00,Metric Tonnes,03-05-2024
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,1.30,Metric Tonnes,29-04-2024
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,2.00,Metric Tonnes,26-04-2024
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,0.80,Metric Tonnes,25-04-2024
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,1.00,Metric Tonnes,24-04-2024
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,0.90,Metric Tonnes,06-04-2024
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,0.60,Metric Tonnes,28-03-2024
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,2.60,Metric Tonnes,20-03-2024
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,3.20,Metric Tonnes,15-03-2024
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,2.10,Metric Tonnes,14-03-2024
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,41.40,Metric Tonnes,31-12-2024
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,36.90,Metric Tonnes,27-12-2024
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,41.80,Metric Tonnes,26-12-2024
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,67.00,Metric Tonnes,24-12-2024
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,38.80,Metric Tonnes,23-12-2024
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,15.90,Metric Tonnes,20-12-2024
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,15.60,Metric Tonnes,19-12-2024
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,75.20,Metric Tonnes,18-12-2024
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,44.90,Metric Tonnes,17-12-2024
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,14.30,Metric Tonnes,13-12-2024
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,74.00,Metric Tonnes,09-12-2024
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,15.20,Metric Tonnes,05-12-2024
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,56.60,Metric Tonnes,04-12-2024
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,41.50,Metric Tonnes,03-12-2024
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,60.20,Metric Tonnes,02-12-2024
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,28.90,Metric Tonnes,27-11-2024
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,77.50,Metric Tonnes,18-11-2024
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,11.50,Metric Tonnes,13-11-2024
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,20.60,Metric Tonnes,12-11-2024
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,57.90,Metric Tonnes,11-11-2024
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,49.30,Metric Tonnes,08-11-2024
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,45.20,Metric Tonnes,07-11-2024
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,34.70,Metric Tonnes,05-11-2024
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,154.90,Metric Tonnes,02-11-2024
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,25.40,Metric Tonnes,28-10-2024
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,29.30,Metric Tonnes,25-10-2024
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,11.70,Metric Tonnes,24-10-2024
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,27.30,Metric Tonnes,21-10-2024
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,9.50,Metric Tonnes,18-10-2024
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,21.00,Metric Tonnes,17-10-2024
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,19.00,Metric Tonnes,16-10-2024
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,38.10,Metric Tonnes,15-10-2024
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,40.80,Metric Tonnes,14-10-2024
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,9.00,Metric Tonnes,10-10-2024
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,55.10,Metric Tonnes,30-09-2024
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,43.90,Metric Tonnes,27-09-2024
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,48.20,Metric Tonnes,26-09-2024
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,44.20,Metric Tonnes,25-09-2024
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,66.30,Metric Tonnes,24-09-2024
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,68.50,Metric Tonnes,20-09-2024
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,50.40,Metric Tonnes,18-09-2024
