,,,,,,Daily Price Report-01-01-2021 to 31-12-2021 for Maharashtra,,,,,
State,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Price Date
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"8,300.00","8,600.00","8,500.00",Rs./Quintal,30-12-2021
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"8,400.00","8,500.00","8,450.00",Rs./Quintal,29-12-2021
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"8,200.00","8,300.00","8,250.00",Rs./Quintal,28-12-2021
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"8,000.00","8,100.00","8,050.00",Rs./Quintal,27-12-2021
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"7,800.00","8,000.00","7,900.00",Rs./Quintal,25-12-2021
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"7,800.00","8,000.00","7,900.00",Rs./Quintal,24-12-2021
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"7,800.00","8,000.00","7,900.00",Rs./Quintal,23-12-2021
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"7,700.00","7,800.00","7,750.00",Rs./Quintal,22-12-2021
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"7,700.00","7,800.00","7,750.00",Rs./Quintal,21-12-2021
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"7,700.00","7,800.00","7,750.00",Rs./Quintal,20-12-2021
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"7,700.00","7,800.00","7,750.00",Rs./Quintal,18-12-2021
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"7,700.00","7,800.00","7,750.00",Rs./Quintal,17-12-2021
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"7,800.00","7,900.00","7,850.00",Rs./Quintal,16-12-2021
