,,,,Daily Arrival Report-01-01-2026 to 15-04-2026 for Maharashtra,,,
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,238.80,Metric Tonnes,08-04-2026
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,199.10,Metric Tonnes,07-04-2026
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,170.00,Metric Tonnes,01-04-2026
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,116.90,Metric Tonnes,31-03-2026
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,176.90,Metric Tonnes,27-03-2026
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,68.60,Metric Tonnes,24-03-2026
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,139.30,Metric Tonnes,23-03-2026
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,152.60,Metric Tonnes,19-03-2026
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,64.80,Metric Tonnes,17-03-2026
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,31.80,Metric Tonnes,16-03-2026
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,35.40,Metric Tonnes,13-03-2026
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,55.00,Metric Tonnes,12-03-2026
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,57.90,Metric Tonnes,11-03-2026
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,42.00,Metric Tonnes,10-03-2026
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,67.10,Metric Tonnes,09-03-2026
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,19.60,Metric Tonnes,06-03-2026
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,31.00,Metric Tonnes,05-03-2026
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,7.60,Metric Tonnes,04-03-2026
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,52.20,Metric Tonnes,27-02-2026
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,25.80,Metric Tonnes,26-02-2026
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,26.20,Metric Tonnes,25-02-2026
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,22.20,Metric Tonnes,24-02-2026
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,65.40,Metric Tonnes,23-02-2026
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,43.40,Metric Tonnes,16-02-2026
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,32.10,Metric Tonnes,05-02-2026
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,19.50,Metric Tonnes,04-02-2026
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,59.00,Metric Tonnes,03-02-2026
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,95.50,Metric Tonnes,02-02-2026
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,93.10,Metric Tonnes,30-01-2026
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,103.50,Metric Tonnes,23-01-2026
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,52.90,Metric Tonnes,22-01-2026
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,104.10,Metric Tonnes,21-01-2026
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,77.60,Metric Tonnes,12-01-2026
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,106.20,Metric Tonnes,09-01-2026
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,136.00,Metric Tonnes,07-01-2026
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,109.90,Metric Tonnes,02-01-2026

