,,,,,,Daily Price Report-01-01-2024 to 31-12-2024 for Maharashtra,,,,,
State,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Price Date
Maharashtra,Nanded,Hadgaon(Tamsa) APMC,Fibre Crops,Cotton,Other,FAQ,"7,020.00","7,200.00","7,110.00",Rs./Quintal,07-03-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"6,800.00","6,900.00","6,850.00",Rs./Quintal,31-12-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"6,700.00","6,800.00","6,750.00",Rs./Quintal,28-12-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"6,700.00","6,900.00","6,800.00",Rs./Quintal,26-12-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"6,900.00","7,000.00","6,950.00",Rs./Quintal,20-12-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"6,800.00","7,000.00","6,900.00",Rs./Quintal,16-12-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"6,800.00","7,000.00","6,900.00",Rs./Quintal,14-12-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"6,800.00","6,900.00","6,850.00",Rs./Quintal,13-12-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"6,900.00","7,000.00","6,950.00",Rs./Quintal,11-12-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"6,800.00","7,000.00","6,900.00",Rs./Quintal,10-12-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"6,900.00","7,000.00","6,950.00",Rs./Quintal,09-12-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"6,800.00","7,000.00","6,900.00",Rs./Quintal,07-12-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"6,900.00","7,000.00","6,950.00",Rs./Quintal,06-12-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"6,800.00","7,000.00","6,900.00",Rs./Quintal,05-12-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"6,900.00","7,100.00","7,000.00",Rs./Quintal,03-12-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"6,900.00","7,100.00","7,000.00",Rs./Quintal,02-12-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"6,900.00","7,100.00","7,000.00",Rs./Quintal,15-11-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"6,900.00","7,100.00","7,000.00",Rs./Quintal,13-11-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"7,000.00","7,200.00","7,100.00",Rs./Quintal,30-05-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"7,000.00","7,200.00","7,100.00",Rs./Quintal,24-05-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"7,000.00","7,200.00","7,100.00",Rs./Quintal,18-05-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"7,000.00","7,200.00","7,100.00",Rs./Quintal,17-05-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"7,200.00","7,400.00","7,300.00",Rs./Quintal,05-04-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"7,200.00","7,400.00","7,300.00",Rs./Quintal,03-04-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"7,300.00","7,500.00","7,400.00",Rs./Quintal,01-04-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"7,200.00","7,400.00","7,300.00",Rs./Quintal,30-03-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"7,200.00","7,400.00","7,300.00",Rs./Quintal,26-03-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"7,200.00","7,400.00","7,300.00",Rs./Quintal,22-03-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"7,400.00","7,450.00","7,425.00",Rs./Quintal,21-03-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"7,400.00","7,600.00","7,500.00",Rs./Quintal,18-03-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"7,400.00","7,600.00","7,500.00",Rs./Quintal,16-03-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"7,400.00","7,600.00","7,500.00",Rs./Quintal,15-03-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"7,500.00","7,600.00","7,550.00",Rs./Quintal,14-03-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"7,400.00","7,600.00","7,500.00",Rs./Quintal,13-03-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"7,200.00","7,500.00","7,300.00",Rs./Quintal,12-03-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"7,000.00","7,100.00","7,050.00",Rs./Quintal,11-03-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"7,000.00","7,200.00","7,100.00",Rs./Quintal,09-03-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"6,550.00","6,650.00","6,600.00",Rs./Quintal,15-02-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"6,500.00","6,600.00","6,550.00",Rs./Quintal,14-02-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"6,500.00","6,600.00","6,550.00",Rs./Quintal,13-02-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"6,400.00","6,500.00","6,450.00",Rs./Quintal,10-02-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"6,400.00","6,500.00","6,450.00",Rs./Quintal,09-02-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"6,450.00","6,550.00","6,500.00",Rs./Quintal,08-02-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"6,400.00","6,500.00","6,475.00",Rs./Quintal,07-02-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"6,400.00","6,500.00","6,450.00",Rs./Quintal,06-02-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"6,400.00","6,500.00","6,450.00",Rs./Quintal,05-02-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"6,400.00","6,500.00","6,450.00",Rs./Quintal,02-02-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"6,400.00","6,500.00","6,450.00",Rs./Quintal,01-02-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"6,625.00","6,700.00","6,675.00",Rs./Quintal,25-01-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"6,625.00","6,700.00","6,650.00",Rs./Quintal,24-01-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"6,650.00","6,700.00","6,675.00",Rs./Quintal,20-01-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"6,650.00","6,700.00","6,675.00",Rs./Quintal,19-01-2024
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"6,625.00","6,675.00","6,650.00",Rs./Quintal,18-01-2024
