,,,,,,Daily Price Report-01-01-2022 to 31-12-2022 for Maharashtra,,,,,
State,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Price Date
Maharashtra,Nanded,Bhokar APMC,Fibre Crops,Cotton,Other,FAQ,"8,135.00","8,135.00","8,135.00",Rs./Quintal,21-12-2022
Maharashtra,Nanded,Bhokar APMC,Fibre Crops,Cotton,Other,FAQ,"8,085.00","8,185.00","8,135.00",Rs./Quintal,20-12-2022
Maharashtra,Nanded,Bhokar APMC,Fibre Crops,Cotton,Other,FAQ,"8,185.00","8,450.00","8,318.00",Rs./Quintal,19-12-2022
Maharashtra,Nanded,Bhokar APMC,Fibre Crops,Cotton,Other,FAQ,"8,335.00","8,450.00","8,392.00",Rs./Quintal,17-12-2022
Maharashtra,Nanded,Bhokar APMC,Fibre Crops,Cotton,Other,FAQ,"8,435.00","8,485.00","8,460.00",Rs./Quintal,15-12-2022
Maharashtra,Nanded,Bhokar APMC,Fibre Crops,Cotton,Other,FAQ,"8,485.00","8,485.00","8,485.00",Rs./Quintal,14-12-2022
Maharashtra,Nanded,Bhokar APMC,Fibre Crops,Cotton,Other,FAQ,"8,385.00","8,385.00","8,385.00",Rs./Quintal,13-12-2022
Maharashtra,Nanded,Bhokar APMC,Fibre Crops,Cotton,Other,FAQ,"8,010.00","8,435.00","8,222.00",Rs./Quintal,12-12-2022
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"8,300.00","8,400.00","8,350.00",Rs./Quintal,14-12-2022
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"8,300.00","8,400.00","8,350.00",Rs./Quintal,13-12-2022
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"9,800.00","10,500.00","10,400.00",Rs./Quintal,25-03-2022
Maharashtra,Nanded,Himalyatnagar APMC,Fibre Crops,Cotton,Other,FAQ,"9,500.00","9,600.00","9,550.00",Rs./Quintal,24-03-2022
