,,,,Daily Arrival Report-01-01-2024 to 31-12-2024 for Maharashtra,,,
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,57.70,Metric Tonnes,18-11-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,68.00,Metric Tonnes,13-11-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,84.80,Metric Tonnes,12-11-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,147.80,Metric Tonnes,11-11-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,91.40,Metric Tonnes,09-11-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,102.60,Metric Tonnes,08-11-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,72.90,Metric Tonnes,07-11-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,170.50,Metric Tonnes,05-11-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,141.60,Metric Tonnes,02-11-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,127.60,Metric Tonnes,28-10-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,111.90,Metric Tonnes,26-10-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,88.60,Metric Tonnes,25-10-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,61.70,Metric Tonnes,24-10-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,130.40,Metric Tonnes,21-10-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,100.50,Metric Tonnes,18-10-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,107.40,Metric Tonnes,17-10-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,99.90,Metric Tonnes,16-10-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,133.40,Metric Tonnes,15-10-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,201.20,Metric Tonnes,14-10-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,47.80,Metric Tonnes,10-10-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,48.70,Metric Tonnes,30-09-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,24.30,Metric Tonnes,28-09-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,37.50,Metric Tonnes,27-09-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,27.90,Metric Tonnes,26-09-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,10.50,Metric Tonnes,25-09-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,52.00,Metric Tonnes,24-09-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,7.90,Metric Tonnes,21-09-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,16.70,Metric Tonnes,20-09-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,33.30,Metric Tonnes,18-09-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,20.30,Metric Tonnes,13-09-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,12.30,Metric Tonnes,09-09-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,22.80,Metric Tonnes,06-09-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,18.80,Metric Tonnes,05-09-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,6.80,Metric Tonnes,04-09-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,5.50,Metric Tonnes,30-08-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,29.70,Metric Tonnes,29-08-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,25.90,Metric Tonnes,28-08-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,11.60,Metric Tonnes,26-08-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,5.00,Metric Tonnes,24-08-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,12.50,Metric Tonnes,23-08-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,22.00,Metric Tonnes,08-08-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,46.20,Metric Tonnes,07-08-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,14.30,Metric Tonnes,06-08-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,15.30,Metric Tonnes,05-08-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,18.50,Metric Tonnes,03-08-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,32.00,Metric Tonnes,02-08-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,27.00,Metric Tonnes,31-07-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,66.60,Metric Tonnes,22-07-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,24.50,Metric Tonnes,16-07-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,16.40,Metric Tonnes,11-07-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,46.30,Metric Tonnes,10-07-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,48.60,Metric Tonnes,09-07-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,34.60,Metric Tonnes,04-07-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,18.30,Metric Tonnes,03-07-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,15.20,Metric Tonnes,02-07-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,15.00,Metric Tonnes,29-06-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,14.50,Metric Tonnes,28-06-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,10.70,Metric Tonnes,05-04-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,31.00,Metric Tonnes,04-04-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,17.00,Metric Tonnes,03-04-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,57.20,Metric Tonnes,02-04-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,25.00,Metric Tonnes,26-03-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,20.40,Metric Tonnes,22-03-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,12.30,Metric Tonnes,21-03-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,33.40,Metric Tonnes,20-03-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,47.20,Metric Tonnes,19-03-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,10.90,Metric Tonnes,18-03-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,56.80,Metric Tonnes,16-03-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,33.70,Metric Tonnes,15-03-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,12.90,Metric Tonnes,14-03-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,41.30,Metric Tonnes,12-03-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,33.90,Metric Tonnes,11-03-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,37.40,Metric Tonnes,05-03-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,28.50,Metric Tonnes,04-03-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,35.30,Metric Tonnes,28-02-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,44.00,Metric Tonnes,27-02-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,24.00,Metric Tonnes,22-02-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,25.00,Metric Tonnes,21-02-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,12.00,Metric Tonnes,16-02-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,25.00,Metric Tonnes,15-02-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,16.00,Metric Tonnes,13-02-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,35.00,Metric Tonnes,12-02-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,41.00,Metric Tonnes,10-02-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,29.00,Metric Tonnes,07-02-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,81.00,Metric Tonnes,03-02-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,32.00,Metric Tonnes,02-02-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,30.00,Metric Tonnes,01-02-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,42.00,Metric Tonnes,17-01-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,30.00,Metric Tonnes,15-01-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,66.00,Metric Tonnes,12-01-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,40.00,Metric Tonnes,10-01-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,18.00,Metric Tonnes,04-01-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,41.00,Metric Tonnes,02-01-2024
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,56.00,Metric Tonnes,01-01-2024

