,,,,,,Daily Price Report-01-01-2021 to 31-12-2021 for Maharashtra,,,,,
State,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Price Date
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,FAQ,"4,133.00","4,233.00","4,183.00",Rs./Quintal,16-11-2021
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,FAQ,"3,500.00","3,500.00","3,500.00",Rs./Quintal,09-11-2021
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,FAQ,"4,200.00","4,300.00","4,250.00",Rs./Quintal,22-10-2021
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,FAQ,"4,851.00","5,151.00","5,001.00",Rs./Quintal,19-10-2021
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,FAQ,"3,002.00","5,555.00","4,278.00",Rs./Quintal,24-09-2021
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,FAQ,"5,801.00","6,053.00","5,927.00",Rs./Quintal,23-09-2021
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,FAQ,"4,005.00","6,325.00","5,165.00",Rs./Quintal,01-09-2021
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,FAQ,"5,900.00","6,311.00","6,105.00",Rs./Quintal,30-08-2021
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,FAQ,"6,161.00","6,353.00","6,257.00",Rs./Quintal,24-08-2021
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,FAQ,"6,225.00","6,335.00","6,280.00",Rs./Quintal,23-08-2021
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,FAQ,"4,000.00","6,307.00","5,154.00",Rs./Quintal,20-08-2021
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,FAQ,"5,927.00","6,352.00","6,140.00",Rs./Quintal,17-08-2021
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,FAQ,"3,408.00","6,139.00","4,774.00",Rs./Quintal,11-08-2021
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,FAQ,"6,225.00","6,225.00","6,225.00",Rs./Quintal,10-08-2021
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,FAQ,"4,545.00","5,900.00","5,222.00",Rs./Quintal,04-08-2021
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,FAQ,"3,889.00","5,900.00","4,894.00",Rs./Quintal,03-08-2021
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,FAQ,"5,000.00","6,301.00","5,651.00",Rs./Quintal,30-07-2021
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,FAQ,"3,000.00","6,225.00","4,612.00",Rs./Quintal,28-07-2021
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,FAQ,"4,525.00","6,225.00","5,375.00",Rs./Quintal,27-07-2021
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,FAQ,"4,000.00","6,228.00","5,114.00",Rs./Quintal,26-07-2021
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,FAQ,"5,700.00","5,800.00","5,750.00",Rs./Quintal,20-07-2021
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,FAQ,"3,000.00","6,100.00","4,550.00",Rs./Quintal,19-07-2021
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,FAQ,"5,600.00","6,055.00","5,827.00",Rs./Quintal,12-07-2021
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,FAQ,"4,913.00","5,555.00","5,234.00",Rs./Quintal,06-07-2021
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,FAQ,"3,005.00","6,017.00","4,511.00",Rs./Quintal,02-07-2021
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,FAQ,"3,135.00","6,026.00","4,580.00",Rs./Quintal,01-07-2021
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,FAQ,"5,800.00","6,006.00","5,903.00",Rs./Quintal,30-06-2021
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,FAQ,"4,500.00","6,009.00","5,254.00",Rs./Quintal,29-06-2021
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,FAQ,"5,211.00","6,125.00","5,668.00",Rs./Quintal,28-06-2021
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,FAQ,"5,111.00","6,056.00","5,583.00",Rs./Quintal,25-06-2021
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,FAQ,"5,527.00","6,111.00","5,819.00",Rs./Quintal,23-06-2021
