,,,,Daily Arrival Report-01-01-2025 to 31-12-2025 for Maharashtra,,,
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,20.00,Metric Tonnes,30-10-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,20.00,Metric Tonnes,29-10-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,108.50,Metric Tonnes,28-10-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,157.70,Metric Tonnes,27-10-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,110.80,Metric Tonnes,16-10-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,92.50,Metric Tonnes,15-10-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,112.20,Metric Tonnes,14-10-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,440.40,Metric Tonnes,13-10-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,20.00,Metric Tonnes,11-10-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,10.00,Metric Tonnes,09-10-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,29.40,Metric Tonnes,08-10-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,45.60,Metric Tonnes,07-10-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,12.50,Metric Tonnes,06-10-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,12.80,Metric Tonnes,03-10-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,8.30,Metric Tonnes,30-09-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,3.50,Metric Tonnes,25-09-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,7.20,Metric Tonnes,23-09-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,5.80,Metric Tonnes,19-09-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,0.40,Metric Tonnes,18-09-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,1.70,Metric Tonnes,15-09-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,2.10,Metric Tonnes,13-09-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,1.20,Metric Tonnes,12-09-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,6.00,Metric Tonnes,11-09-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,9.30,Metric Tonnes,10-09-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,7.80,Metric Tonnes,09-09-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,9.60,Metric Tonnes,08-09-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,13.00,Metric Tonnes,03-09-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,30.50,Metric Tonnes,25-08-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,11.90,Metric Tonnes,23-08-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,21.80,Metric Tonnes,20-08-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,13.70,Metric Tonnes,19-08-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,13.60,Metric Tonnes,13-08-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,30.60,Metric Tonnes,12-08-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,20.00,Metric Tonnes,11-08-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,10.90,Metric Tonnes,07-08-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,1.00,Metric Tonnes,06-08-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,17.60,Metric Tonnes,05-08-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,5.40,Metric Tonnes,04-08-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,2.20,Metric Tonnes,02-08-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,13.20,Metric Tonnes,23-07-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,10.10,Metric Tonnes,22-07-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,13.10,Metric Tonnes,21-07-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,13.90,Metric Tonnes,19-07-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,10.50,Metric Tonnes,18-07-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,9.40,Metric Tonnes,16-07-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,13.60,Metric Tonnes,14-07-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,1.00,Metric Tonnes,11-07-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,3.50,Metric Tonnes,10-07-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,6.00,Metric Tonnes,08-07-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,1.90,Metric Tonnes,07-07-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,3.20,Metric Tonnes,05-07-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,4.50,Metric Tonnes,04-07-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,2.60,Metric Tonnes,03-07-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,2.90,Metric Tonnes,30-06-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,1.90,Metric Tonnes,28-06-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,12.00,Metric Tonnes,27-06-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,6.40,Metric Tonnes,26-06-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,6.10,Metric Tonnes,24-06-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,15.90,Metric Tonnes,23-06-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,1.50,Metric Tonnes,21-06-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,15.60,Metric Tonnes,20-06-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,26.20,Metric Tonnes,19-06-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,7.10,Metric Tonnes,18-06-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,15.80,Metric Tonnes,17-06-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,20.40,Metric Tonnes,16-06-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,20.00,Metric Tonnes,14-06-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,15.40,Metric Tonnes,13-06-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,8.30,Metric Tonnes,11-06-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,8.60,Metric Tonnes,10-06-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,12.60,Metric Tonnes,09-06-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,6.00,Metric Tonnes,06-06-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,15.30,Metric Tonnes,05-06-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,3.30,Metric Tonnes,03-06-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,0.60,Metric Tonnes,31-05-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,96.40,Metric Tonnes,30-05-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,18.70,Metric Tonnes,29-05-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,17.90,Metric Tonnes,28-05-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,7.00,Metric Tonnes,23-05-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,3.40,Metric Tonnes,22-05-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,10.20,Metric Tonnes,21-05-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,12.00,Metric Tonnes,19-05-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,3.50,Metric Tonnes,17-05-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,14.00,Metric Tonnes,16-05-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,11.80,Metric Tonnes,15-05-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,7.20,Metric Tonnes,12-05-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,26.60,Metric Tonnes,10-05-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,6.00,Metric Tonnes,09-05-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,13.00,Metric Tonnes,08-05-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,9.00,Metric Tonnes,07-05-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,4.10,Metric Tonnes,06-05-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,73.00,Metric Tonnes,02-05-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,14.90,Metric Tonnes,29-04-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,7.40,Metric Tonnes,26-04-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,25.30,Metric Tonnes,24-04-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,21.20,Metric Tonnes,22-04-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,31.10,Metric Tonnes,18-04-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,35.40,Metric Tonnes,16-04-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,38.50,Metric Tonnes,15-04-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,44.70,Metric Tonnes,11-04-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,40.30,Metric Tonnes,10-04-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,42.00,Metric Tonnes,08-04-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,64.50,Metric Tonnes,07-04-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,26.70,Metric Tonnes,04-04-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,17.80,Metric Tonnes,03-04-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,32.10,Metric Tonnes,02-04-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,52.90,Metric Tonnes,01-04-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,7.30,Metric Tonnes,28-03-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,6.90,Metric Tonnes,26-03-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,27.70,Metric Tonnes,25-03-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,12.40,Metric Tonnes,24-03-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,14.30,Metric Tonnes,22-03-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,7.30,Metric Tonnes,21-03-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,11.20,Metric Tonnes,20-03-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,17.80,Metric Tonnes,19-03-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,9.50,Metric Tonnes,18-03-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,24.90,Metric Tonnes,17-03-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,18.60,Metric Tonnes,15-03-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,25.00,Metric Tonnes,12-03-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,40.50,Metric Tonnes,11-03-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,51.00,Metric Tonnes,10-03-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,7.90,Metric Tonnes,08-03-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,9.30,Metric Tonnes,07-03-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,21.80,Metric Tonnes,06-03-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,16.90,Metric Tonnes,05-03-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,15.90,Metric Tonnes,03-03-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,32.70,Metric Tonnes,28-02-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,24.00,Metric Tonnes,25-02-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,33.70,Metric Tonnes,24-02-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,12.00,Metric Tonnes,22-02-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,16.30,Metric Tonnes,21-02-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,15.60,Metric Tonnes,20-02-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,16.50,Metric Tonnes,17-02-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,5.70,Metric Tonnes,15-02-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,30.00,Metric Tonnes,14-02-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,33.00,Metric Tonnes,07-02-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,5.00,Metric Tonnes,06-02-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,11.00,Metric Tonnes,05-02-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,20.60,Metric Tonnes,04-02-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,27.60,Metric Tonnes,03-02-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,13.60,Metric Tonnes,01-02-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,30.00,Metric Tonnes,31-01-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,64.10,Metric Tonnes,30-01-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,38.20,Metric Tonnes,27-01-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,28.30,Metric Tonnes,25-01-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,25.30,Metric Tonnes,24-01-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,34.70,Metric Tonnes,23-01-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,60.80,Metric Tonnes,22-01-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,51.90,Metric Tonnes,21-01-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,56.30,Metric Tonnes,20-01-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,34.00,Metric Tonnes,18-01-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,24.50,Metric Tonnes,17-01-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,49.20,Metric Tonnes,16-01-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,80.00,Metric Tonnes,14-01-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,5.00,Metric Tonnes,13-01-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,36.70,Metric Tonnes,10-01-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,29.70,Metric Tonnes,09-01-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,16.90,Metric Tonnes,08-01-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,45.00,Metric Tonnes,07-01-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,50.70,Metric Tonnes,06-01-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,68.60,Metric Tonnes,04-01-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,27.80,Metric Tonnes,03-01-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,19.90,Metric Tonnes,02-01-2025
Maharashtra,Nanded,Nanded APMC,Oil Seeds,Soyabean,34.30,Metric Tonnes,01-01-2025

