,,,,,,Daily Price Report-01-01-2024 to 31-12-2024 for Maharashtra,,,,,
State,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Price Date
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,FAQ,"11,500.00","11,500.00","11,500.00",Rs./Quintal,02-12-2024
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,FAQ,"10,500.00","10,500.00","10,500.00",Rs./Quintal,04-11-2024
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,FAQ,"10,205.00","10,605.00","10,405.00",Rs./Quintal,28-09-2024
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,FAQ,"10,000.00","10,700.00","10,350.00",Rs./Quintal,30-08-2024
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,FAQ,"10,700.00","12,600.00","11,650.00",Rs./Quintal,23-08-2024
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,FAQ,"13,581.00","14,000.00","13,790.00",Rs./Quintal,15-07-2024
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,FAQ,"9,000.00","11,500.00","10,250.00",Rs./Quintal,10-07-2024
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,FAQ,"11,600.00","11,700.00","11,650.00",Rs./Quintal,12-06-2024
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,FAQ,"11,005.00","11,250.00","11,127.00",Rs./Quintal,08-06-2024
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,FAQ,"14,435.00","15,002.00","14,718.00",Rs./Quintal,01-06-2024
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,FAQ,"14,450.00","14,550.00","14,500.00",Rs./Quintal,29-05-2024
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,FAQ,"13,901.00","13,901.00","13,901.00",Rs./Quintal,25-05-2024
