,,,,Daily Arrival Report-01-01-2025 to 31-12-2025 for Maharashtra,,,
State,District,Market,Commodity Group,Commodity,Arrival Quantity,Arrival Unit,Arrival Date
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,3.10,Metric Tonnes,25-08-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,0.60,Metric Tonnes,28-07-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,0.20,Metric Tonnes,25-07-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,0.40,Metric Tonnes,19-07-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,2.30,Metric Tonnes,16-07-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,1.00,Metric Tonnes,15-07-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,0.40,Metric Tonnes,14-07-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,0.80,Metric Tonnes,30-06-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,0.70,Metric Tonnes,25-06-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,0.70,Metric Tonnes,23-06-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,1.10,Metric Tonnes,21-06-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,1.30,Metric Tonnes,18-06-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,0.30,Metric Tonnes,16-06-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,2.10,Metric Tonnes,07-06-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,2.20,Metric Tonnes,06-06-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,0.40,Metric Tonnes,04-06-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,0.80,Metric Tonnes,03-06-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,0.60,Metric Tonnes,02-06-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,4.80,Metric Tonnes,30-05-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,2.00,Metric Tonnes,26-05-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,0.70,Metric Tonnes,21-05-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,4.50,Metric Tonnes,20-05-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,0.80,Metric Tonnes,19-05-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,4.50,Metric Tonnes,17-05-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,0.50,Metric Tonnes,16-05-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,0.80,Metric Tonnes,12-05-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,0.30,Metric Tonnes,10-05-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,0.50,Metric Tonnes,09-05-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,2.40,Metric Tonnes,07-05-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,1.30,Metric Tonnes,06-05-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,2.10,Metric Tonnes,05-05-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,1.30,Metric Tonnes,02-05-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,1.50,Metric Tonnes,30-04-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,0.70,Metric Tonnes,29-04-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,2.40,Metric Tonnes,25-04-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,0.70,Metric Tonnes,23-04-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,0.30,Metric Tonnes,22-04-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,0.60,Metric Tonnes,21-04-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,1.80,Metric Tonnes,18-04-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,2.10,Metric Tonnes,14-04-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,4.40,Metric Tonnes,10-04-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,1.10,Metric Tonnes,09-04-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,4.50,Metric Tonnes,08-04-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,3.70,Metric Tonnes,07-04-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,3.00,Metric Tonnes,04-04-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,1.20,Metric Tonnes,01-04-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,0.50,Metric Tonnes,26-03-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,2.10,Metric Tonnes,24-03-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,1.40,Metric Tonnes,18-03-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,0.50,Metric Tonnes,12-03-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,0.90,Metric Tonnes,11-03-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,2.60,Metric Tonnes,10-03-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,1.90,Metric Tonnes,07-03-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,0.30,Metric Tonnes,05-03-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,1.00,Metric Tonnes,03-03-2025
Maharashtra,Nanded,Kandhar APMC,Spices,Turmeric,0.40,Metric Tonnes,08-05-2025
Maharashtra,Nanded,Kandhar APMC,Spices,Turmeric,2.40,Metric Tonnes,07-05-2025
Maharashtra,Nanded,Kandhar APMC,Spices,Turmeric,1.60,Metric Tonnes,06-05-2025
Maharashtra,Nanded,Kandhar APMC,Spices,Turmeric,2.00,Metric Tonnes,28-04-2025
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,0.50,Metric Tonnes,01-11-2025
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,0.90,Metric Tonnes,27-10-2025
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,1.60,Metric Tonnes,22-10-2025
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,2.90,Metric Tonnes,15-09-2025
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,1.20,Metric Tonnes,13-09-2025
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,2.30,Metric Tonnes,12-09-2025
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,1.00,Metric Tonnes,11-09-2025
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,0.80,Metric Tonnes,05-09-2025
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,0.80,Metric Tonnes,04-09-2025
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,0.30,Metric Tonnes,03-09-2025
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,2.20,Metric Tonnes,25-08-2025
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,0.40,Metric Tonnes,21-08-2025
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,0.50,Metric Tonnes,13-08-2025
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,2.10,Metric Tonnes,21-07-2025
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,0.60,Metric Tonnes,11-07-2025
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,1.60,Metric Tonnes,10-07-2025
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,1.00,Metric Tonnes,09-07-2025
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,0.50,Metric Tonnes,07-07-2025
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,1.70,Metric Tonnes,05-07-2025
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,1.00,Metric Tonnes,03-07-2025
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,2.00,Metric Tonnes,30-06-2025
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,0.90,Metric Tonnes,28-06-2025
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,2.00,Metric Tonnes,27-06-2025
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,2.00,Metric Tonnes,23-06-2025
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,1.30,Metric Tonnes,21-06-2025
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,1.80,Metric Tonnes,20-06-2025
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,2.20,Metric Tonnes,19-06-2025
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,0.90,Metric Tonnes,16-06-2025
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,1.10,Metric Tonnes,09-06-2025
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,2.60,Metric Tonnes,07-06-2025
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,1.20,Metric Tonnes,06-06-2025
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,5.80,Metric Tonnes,02-06-2025
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,2.00,Metric Tonnes,28-05-2025
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,0.90,Metric Tonnes,23-05-2025
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,4.50,Metric Tonnes,12-05-2025
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,3.10,Metric Tonnes,08-05-2025
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,5.80,Metric Tonnes,05-05-2025
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,3.50,Metric Tonnes,03-05-2025
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,2.10,Metric Tonnes,02-05-2025
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,1.90,Metric Tonnes,25-04-2025
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,4.30,Metric Tonnes,23-04-2025
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,3.90,Metric Tonnes,21-04-2025
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,5.20,Metric Tonnes,19-04-2025
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,2.70,Metric Tonnes,18-04-2025
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,1.80,Metric Tonnes,09-04-2025
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,0.50,Metric Tonnes,21-02-2025
Maharashtra,Nanded,Loha APMC,Spices,Turmeric,0.50,Metric Tonnes,20-01-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,107.10,Metric Tonnes,26-12-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,70.40,Metric Tonnes,15-12-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,19.00,Metric Tonnes,12-12-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,214.10,Metric Tonnes,10-12-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,50.90,Metric Tonnes,08-12-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,60.10,Metric Tonnes,05-12-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,84.20,Metric Tonnes,03-12-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,65.40,Metric Tonnes,01-12-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,71.40,Metric Tonnes,28-11-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,24.80,Metric Tonnes,25-11-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,43.40,Metric Tonnes,24-11-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,50.30,Metric Tonnes,18-11-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,50.50,Metric Tonnes,07-11-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,57.50,Metric Tonnes,06-11-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,60.00,Metric Tonnes,03-11-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,57.00,Metric Tonnes,31-10-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,50.00,Metric Tonnes,30-10-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,80.00,Metric Tonnes,29-10-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,93.00,Metric Tonnes,28-10-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,194.00,Metric Tonnes,27-10-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,54.70,Metric Tonnes,16-10-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,30.00,Metric Tonnes,15-10-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,105.30,Metric Tonnes,14-10-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,382.40,Metric Tonnes,13-10-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,63.40,Metric Tonnes,08-10-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,64.30,Metric Tonnes,07-10-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,80.30,Metric Tonnes,03-10-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,62.60,Metric Tonnes,30-09-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,35.10,Metric Tonnes,29-09-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,100.60,Metric Tonnes,25-09-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,79.70,Metric Tonnes,24-09-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,70.60,Metric Tonnes,23-09-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,78.70,Metric Tonnes,22-09-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,57.30,Metric Tonnes,19-09-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,66.10,Metric Tonnes,18-09-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,97.90,Metric Tonnes,15-09-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,97.90,Metric Tonnes,12-09-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,228.40,Metric Tonnes,11-09-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,166.60,Metric Tonnes,09-09-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,137.70,Metric Tonnes,08-09-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,57.90,Metric Tonnes,03-09-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,70.70,Metric Tonnes,19-08-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,20.00,Metric Tonnes,18-08-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,92.80,Metric Tonnes,13-08-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,132.40,Metric Tonnes,12-08-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,52.70,Metric Tonnes,11-08-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,109.30,Metric Tonnes,07-08-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,68.00,Metric Tonnes,06-08-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,110.00,Metric Tonnes,05-08-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,133.30,Metric Tonnes,04-08-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,117.30,Metric Tonnes,23-07-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,111.40,Metric Tonnes,22-07-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,111.40,Metric Tonnes,21-07-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,188.70,Metric Tonnes,14-07-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,134.20,Metric Tonnes,11-07-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,105.50,Metric Tonnes,10-07-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,164.10,Metric Tonnes,08-07-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,65.00,Metric Tonnes,07-07-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,107.00,Metric Tonnes,04-07-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,142.20,Metric Tonnes,03-07-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,64.00,Metric Tonnes,02-07-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,123.60,Metric Tonnes,30-06-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,139.40,Metric Tonnes,27-06-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,112.70,Metric Tonnes,26-06-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,131.60,Metric Tonnes,24-06-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,106.70,Metric Tonnes,20-06-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,132.80,Metric Tonnes,19-06-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,139.20,Metric Tonnes,18-06-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,209.00,Metric Tonnes,17-06-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,182.30,Metric Tonnes,16-06-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,181.70,Metric Tonnes,13-06-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,108.00,Metric Tonnes,11-06-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,207.40,Metric Tonnes,10-06-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,209.70,Metric Tonnes,09-06-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,128.50,Metric Tonnes,06-06-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,80.70,Metric Tonnes,05-06-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,130.00,Metric Tonnes,03-06-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,98.90,Metric Tonnes,02-06-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,530.80,Metric Tonnes,30-05-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,152.90,Metric Tonnes,29-05-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,210.00,Metric Tonnes,28-05-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,92.30,Metric Tonnes,23-05-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,120.00,Metric Tonnes,22-05-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,165.30,Metric Tonnes,21-05-2025
Maharashtra,Nanded,Nanded APMC,Spices,Turmeric,160.70,Metric Tonnes,19-05-2025
