,,,,,,Daily Price Report-01-01-2025 to 31-12-2025 for Maharashtra,,,,,
State,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Price Date
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,Local,"10,521.00","10,521.00","10,521.00",Rs./Quintal,25-08-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,Local,"9,000.00","9,800.00","9,400.00",Rs./Quintal,28-07-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,Local,"8,500.00","9,100.00","8,800.00",Rs./Quintal,25-07-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,Local,"10,080.00","10,500.00","10,290.00",Rs./Quintal,19-07-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,Local,"10,100.00","10,750.00","10,425.00",Rs./Quintal,16-07-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,Local,"10,700.00","11,000.00","10,850.00",Rs./Quintal,15-07-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,Local,"10,300.00","10,300.00","10,300.00",Rs./Quintal,14-07-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,Local,"9,905.00","10,605.00","10,255.00",Rs./Quintal,30-06-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,Local,"10,000.00","11,501.00","10,750.00",Rs./Quintal,25-06-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,Local,"9,400.00","9,400.00","9,400.00",Rs./Quintal,23-06-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,Local,"10,600.00","10,600.00","10,600.00",Rs./Quintal,21-06-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,Local,"10,400.00","11,600.00","11,000.00",Rs./Quintal,18-06-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,Local,"10,805.00","10,805.00","10,805.00",Rs./Quintal,16-06-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,Local,"10,911.00","11,681.00","11,296.00",Rs./Quintal,07-06-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,Local,"11,300.00","11,680.00","11,490.00",Rs./Quintal,06-06-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,Local,"11,000.00","11,000.00","11,000.00",Rs./Quintal,04-06-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,Local,"10,900.00","10,950.00","10,925.00",Rs./Quintal,03-06-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,Local,"6,100.00","10,700.00","8,400.00",Rs./Quintal,02-06-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,Local,"9,501.00","10,000.00","9,750.00",Rs./Quintal,30-05-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,Local,"10,900.00","11,405.00","11,152.00",Rs./Quintal,26-05-2025
Maharashtra,Nanded,Bhokar APMC,Spices,Turmeric,Other,Local,"11,800.00","12,000.00","11,900.00",Rs./Quintal,21-05-2025
