,,,,,,Daily Price Report-01-01-2023 to 31-12-2023 for Maharashtra,,,,,
State,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Price Date
Maharashtra,Nanded,Bhokar APMC,Fibre Crops,Cotton,Other,FAQ,"7,765.00","7,785.00","7,775.00",Rs./Quintal,23-02-2023
Maharashtra,Nanded,Bhokar APMC,Fibre Crops,Cotton,Other,FAQ,"7,835.00","7,935.00","7,885.00",Rs./Quintal,20-02-2023
Maharashtra,Nanded,Hadgaon(Tamsa) APMC,Fibre Crops,Cotton,Other,FAQ,"7,800.00","8,200.00","8,000.00",Rs./Quintal,07-01-2023
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,Other,FAQ,"7,080.00","7,180.00","7,100.00",Rs./Quintal,21-12-2023
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,Other,FAQ,"7,000.00","7,035.00","7,010.00",Rs./Quintal,20-12-2023
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,Other,FAQ,"7,095.00","7,135.00","7,100.00",Rs./Quintal,16-12-2023
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,Other,FAQ,"7,100.00","7,130.00","7,110.00",Rs./Quintal,15-12-2023
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,Other,FAQ,"7,280.00","7,395.00","7,375.00",Rs./Quintal,25-11-2023
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,Other,FAQ,"7,340.00","7,430.00","7,400.00",Rs./Quintal,24-11-2023
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,Other,FAQ,"7,310.00","7,435.00","7,400.00",Rs./Quintal,23-11-2023
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,Other,FAQ,"7,345.00","7,450.00","7,410.00",Rs./Quintal,22-11-2023
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,Other,FAQ,"7,800.00","8,220.00","8,100.00",Rs./Quintal,31-01-2023
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,Other,FAQ,"7,600.00","8,250.00","8,150.00",Rs./Quintal,30-01-2023
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,Other,FAQ,"7,800.00","8,200.00","8,000.00",Rs./Quintal,28-01-2023
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,Other,FAQ,"8,000.00","8,195.00","8,100.00",Rs./Quintal,27-01-2023
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,Desi,FAQ,"7,900.00","8,400.00","8,100.00",Rs./Quintal,22-01-2023
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,Desi,FAQ,"8,000.00","8,410.00","8,200.00",Rs./Quintal,21-01-2023
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,Other,FAQ,"8,100.00","8,430.00","8,300.00",Rs./Quintal,17-01-2023
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,Other,FAQ,"8,200.00","8,435.00","8,300.00",Rs./Quintal,12-01-2023
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,Other,FAQ,"8,200.00","8,400.00","8,300.00",Rs./Quintal,11-01-2023
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,Other,FAQ,"8,300.00","8,500.00","8,400.00",Rs./Quintal,04-01-2023
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,Other,FAQ,"8,200.00","8,450.00","8,300.00",Rs./Quintal,03-01-2023

