,,,,Daily Arrival Report-01-01-2023 to 31-12-2023 for Maharashtra,,,
State,District,Market,Commodity Group,Commodity,Arrival Quantity,Arrival Unit,Arrival Date
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,163.00,Metric Tonnes,29-12-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,128.00,Metric Tonnes,26-12-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,120.00,Metric Tonnes,14-12-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,59.00,Metric Tonnes,08-12-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,81.00,Metric Tonnes,04-12-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,91.00,Metric Tonnes,24-11-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,51.00,Metric Tonnes,21-11-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,55.00,Metric Tonnes,17-11-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,48.00,Metric Tonnes,06-11-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,42.00,Metric Tonnes,03-11-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,54.00,Metric Tonnes,27-10-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,230.00,Metric Tonnes,25-10-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,35.00,Metric Tonnes,20-10-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,53.00,Metric Tonnes,12-10-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,107.00,Metric Tonnes,09-10-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,96.00,Metric Tonnes,06-10-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,16.00,Metric Tonnes,12-09-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,163.00,Metric Tonnes,11-09-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,93.00,Metric Tonnes,08-09-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,47.00,Metric Tonnes,01-09-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,174.00,Metric Tonnes,31-08-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,99.00,Metric Tonnes,29-08-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,112.00,Metric Tonnes,25-08-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,82.00,Metric Tonnes,18-08-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,64.00,Metric Tonnes,14-08-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,201.00,Metric Tonnes,11-08-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,91.00,Metric Tonnes,10-08-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,384.00,Metric Tonnes,09-08-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,309.00,Metric Tonnes,08-08-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,155.00,Metric Tonnes,07-08-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,239.00,Metric Tonnes,04-08-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,325.00,Metric Tonnes,01-08-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,346.00,Metric Tonnes,28-07-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,259.00,Metric Tonnes,27-07-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,641.00,Metric Tonnes,26-07-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,326.00,Metric Tonnes,24-07-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,400.00,Metric Tonnes,20-07-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,305.00,Metric Tonnes,19-07-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,569.00,Metric Tonnes,13-07-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,380.00,Metric Tonnes,12-07-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,256.00,Metric Tonnes,11-07-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,328.00,Metric Tonnes,10-07-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,476.00,Metric Tonnes,07-07-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,428.00,Metric Tonnes,06-07-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,229.00,Metric Tonnes,04-07-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,263.00,Metric Tonnes,03-07-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,241.00,Metric Tonnes,30-06-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,380.00,Metric Tonnes,27-06-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,288.00,Metric Tonnes,26-06-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,279.00,Metric Tonnes,23-06-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,242.00,Metric Tonnes,21-06-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,242.00,Metric Tonnes,20-06-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,183.00,Metric Tonnes,19-06-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,576.00,Metric Tonnes,16-06-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,481.00,Metric Tonnes,15-06-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,171.00,Metric Tonnes,14-06-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,285.00,Metric Tonnes,13-06-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,374.00,Metric Tonnes,12-06-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,699.00,Metric Tonnes,09-06-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,463.00,Metric Tonnes,08-06-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,402.00,Metric Tonnes,07-06-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,363.00,Metric Tonnes,06-06-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,263.00,Metric Tonnes,05-06-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,177.00,Metric Tonnes,02-06-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,567.00,Metric Tonnes,30-05-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,400.00,Metric Tonnes,26-05-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,254.00,Metric Tonnes,25-05-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,300.00,Metric Tonnes,24-05-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,149.00,Metric Tonnes,23-05-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,373.00,Metric Tonnes,22-05-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,843.00,Metric Tonnes,17-05-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,542.00,Metric Tonnes,16-05-2023
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,782.00,Metric Tonnes,15-05-2023
