,,,,,,Daily Price Report-01-01-2022 to 31-12-2022 for Maharashtra,,,,,
State,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Price Date
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"6,253.00","7,575.00","6,914.00",Rs./Quintal,29-12-2022
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"6,450.00","7,690.00","7,070.00",Rs./Quintal,28-12-2022
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"6,161.00","7,676.00","6,918.00",Rs./Quintal,27-12-2022
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"6,219.00","7,391.00","6,805.00",Rs./Quintal,19-12-2022
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"6,211.00","7,779.00","6,825.00",Rs./Quintal,15-12-2022
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"6,119.00","7,575.00","6,847.00",Rs./Quintal,12-12-2022
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"6,059.00","7,171.00","6,615.00",Rs./Quintal,08-12-2022
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"6,217.00","8,200.00","7,208.00",Rs./Quintal,05-12-2022
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"6,175.00","7,575.00","6,875.00",Rs./Quintal,28-11-2022
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"6,250.00","7,625.00","6,937.00",Rs./Quintal,24-11-2022
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"5,500.00","7,490.00","6,674.00",Rs./Quintal,23-11-2022
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"6,300.00","7,700.00","7,000.00",Rs./Quintal,21-11-2022
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"6,250.00","7,825.00","7,037.00",Rs./Quintal,17-11-2022
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"6,175.00","8,181.00","7,178.00",Rs./Quintal,14-11-2022
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"5,911.00","7,551.00","6,731.00",Rs./Quintal,11-11-2022
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"6,111.00","7,455.00","6,783.00",Rs./Quintal,09-11-2022
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"5,711.00","7,205.00","6,458.00",Rs./Quintal,07-11-2022
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"5,942.00","6,955.00","6,449.00",Rs./Quintal,03-11-2022
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"5,950.00","6,877.00","6,413.00",Rs./Quintal,02-11-2022
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"5,843.00","7,272.00","6,557.00",Rs./Quintal,31-10-2022
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"6,059.00","7,577.00","6,618.00",Rs./Quintal,28-10-2022
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"5,885.00","8,291.00","6,388.00",Rs./Quintal,27-10-2022
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"5,878.00","7,337.00","6,606.00",Rs./Quintal,21-10-2022
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"5,650.00","7,171.00","6,405.00",Rs./Quintal,17-10-2022
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"5,858.00","7,575.00","6,716.00",Rs./Quintal,14-10-2022
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"6,111.00","7,171.00","6,641.00",Rs./Quintal,10-10-2022
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"5,759.00","7,572.00","6,505.00",Rs./Quintal,07-10-2022
