,,,,Daily Arrival Report-01-01-2023 to 31-12-2023 for Maharashtra,,,
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,50.00,Metric Tonnes,11-10-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,51.00,Metric Tonnes,10-10-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,1.00,Metric Tonnes,16-05-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,15.00,Metric Tonnes,15-05-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,44.00,Metric Tonnes,08-05-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,10.00,Metric Tonnes,04-05-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,19.00,Metric Tonnes,02-05-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,52.00,Metric Tonnes,27-04-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,49.00,Metric Tonnes,25-04-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,33.00,Metric Tonnes,20-04-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,42.00,Metric Tonnes,17-04-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,341.00,Metric Tonnes,10-04-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,22.00,Metric Tonnes,03-04-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,47.00,Metric Tonnes,27-03-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,36.00,Metric Tonnes,24-03-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,151.00,Metric Tonnes,22-03-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,27.00,Metric Tonnes,20-03-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,30.00,Metric Tonnes,18-03-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,41.00,Metric Tonnes,16-03-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,30.00,Metric Tonnes,14-03-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,43.00,Metric Tonnes,13-03-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,65.00,Metric Tonnes,10-03-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,70.00,Metric Tonnes,08-03-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,51.00,Metric Tonnes,03-03-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,34.00,Metric Tonnes,02-03-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,84.00,Metric Tonnes,01-03-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,88.00,Metric Tonnes,27-02-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,69.00,Metric Tonnes,25-02-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,69.00,Metric Tonnes,23-02-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,84.00,Metric Tonnes,21-02-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,74.00,Metric Tonnes,17-02-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,48.00,Metric Tonnes,15-02-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,41.00,Metric Tonnes,14-02-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,84.00,Metric Tonnes,13-02-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,40.00,Metric Tonnes,10-02-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,31.00,Metric Tonnes,09-02-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,97.00,Metric Tonnes,08-02-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,93.00,Metric Tonnes,06-02-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,36.00,Metric Tonnes,03-02-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,53.00,Metric Tonnes,02-02-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,40.00,Metric Tonnes,01-02-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,59.00,Metric Tonnes,30-01-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,47.00,Metric Tonnes,27-01-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,90.00,Metric Tonnes,25-01-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,82.00,Metric Tonnes,23-01-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,59.00,Metric Tonnes,21-01-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,52.00,Metric Tonnes,19-01-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,54.00,Metric Tonnes,18-01-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,31.00,Metric Tonnes,17-01-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,80.00,Metric Tonnes,16-01-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,59.00,Metric Tonnes,12-01-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,30.00,Metric Tonnes,11-01-2023
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,23.00,Metric Tonnes,10-01-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,90.00,Metric Tonnes,30-12-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,80.00,Metric Tonnes,29-12-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,63.00,Metric Tonnes,28-12-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,50.00,Metric Tonnes,27-12-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,60.00,Metric Tonnes,26-12-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,35.00,Metric Tonnes,23-12-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,60.00,Metric Tonnes,22-12-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,81.00,Metric Tonnes,21-12-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,66.00,Metric Tonnes,20-12-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,100.00,Metric Tonnes,19-12-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,100.00,Metric Tonnes,18-12-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,80.00,Metric Tonnes,16-12-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,69.00,Metric Tonnes,15-12-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,65.00,Metric Tonnes,14-12-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,84.00,Metric Tonnes,13-12-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,54.00,Metric Tonnes,11-12-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,51.00,Metric Tonnes,09-12-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,50.00,Metric Tonnes,08-12-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,50.00,Metric Tonnes,06-12-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,100.00,Metric Tonnes,05-12-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,150.00,Metric Tonnes,04-12-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,190.00,Metric Tonnes,30-11-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,150.00,Metric Tonnes,29-11-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,100.00,Metric Tonnes,28-11-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,183.00,Metric Tonnes,25-11-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,202.00,Metric Tonnes,24-11-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,200.00,Metric Tonnes,23-11-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,190.00,Metric Tonnes,22-11-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,219.00,Metric Tonnes,21-11-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,93.00,Metric Tonnes,17-11-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,100.00,Metric Tonnes,16-11-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,233.00,Metric Tonnes,08-11-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,284.00,Metric Tonnes,07-11-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,291.00,Metric Tonnes,06-11-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,188.00,Metric Tonnes,04-11-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,192.00,Metric Tonnes,03-11-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,199.00,Metric Tonnes,02-11-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,250.00,Metric Tonnes,01-11-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,220.00,Metric Tonnes,30-10-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,115.00,Metric Tonnes,28-10-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,96.00,Metric Tonnes,27-10-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,100.00,Metric Tonnes,26-10-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,60.00,Metric Tonnes,25-10-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,69.00,Metric Tonnes,23-10-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,64.00,Metric Tonnes,21-10-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,80.00,Metric Tonnes,20-10-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,53.00,Metric Tonnes,19-10-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,60.00,Metric Tonnes,18-10-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,40.00,Metric Tonnes,17-10-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,60.00,Metric Tonnes,16-10-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,30.00,Metric Tonnes,13-10-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,40.00,Metric Tonnes,12-10-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,45.00,Metric Tonnes,11-10-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,60.00,Metric Tonnes,10-10-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,60.00,Metric Tonnes,09-10-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,51.00,Metric Tonnes,07-10-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,50.00,Metric Tonnes,06-10-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,63.00,Metric Tonnes,05-10-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,36.00,Metric Tonnes,04-10-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,80.00,Metric Tonnes,03-10-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,36.00,Metric Tonnes,30-09-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,35.00,Metric Tonnes,27-09-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,20.00,Metric Tonnes,26-09-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,30.00,Metric Tonnes,25-09-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,3.00,Metric Tonnes,23-09-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,30.00,Metric Tonnes,21-09-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,53.00,Metric Tonnes,18-09-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,15.00,Metric Tonnes,16-09-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,25.00,Metric Tonnes,13-09-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,19.00,Metric Tonnes,12-09-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,40.00,Metric Tonnes,11-09-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,11.00,Metric Tonnes,09-09-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,20.00,Metric Tonnes,08-09-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,20.00,Metric Tonnes,06-09-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,30.00,Metric Tonnes,05-09-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,33.00,Metric Tonnes,02-09-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,30.00,Metric Tonnes,01-09-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,39.00,Metric Tonnes,31-08-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,40.00,Metric Tonnes,29-08-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,40.00,Metric Tonnes,26-08-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,30.00,Metric Tonnes,25-08-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,40.00,Metric Tonnes,24-08-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,12.00,Metric Tonnes,19-08-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,25.00,Metric Tonnes,18-08-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,40.00,Metric Tonnes,17-08-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,20.00,Metric Tonnes,14-08-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,11.00,Metric Tonnes,12-08-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,19.00,Metric Tonnes,11-08-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,13.00,Metric Tonnes,10-08-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,18.00,Metric Tonnes,09-08-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,20.00,Metric Tonnes,08-08-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,10.00,Metric Tonnes,07-08-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,27.00,Metric Tonnes,05-08-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,30.00,Metric Tonnes,04-08-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,31.00,Metric Tonnes,03-08-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,60.00,Metric Tonnes,02-08-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,54.00,Metric Tonnes,31-07-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,40.00,Metric Tonnes,28-07-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,30.00,Metric Tonnes,27-07-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,30.00,Metric Tonnes,26-07-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,50.00,Metric Tonnes,25-07-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,40.00,Metric Tonnes,24-07-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,3.00,Metric Tonnes,22-07-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,14.00,Metric Tonnes,21-07-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,29.00,Metric Tonnes,20-07-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,20.00,Metric Tonnes,19-07-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,46.00,Metric Tonnes,18-07-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,28.00,Metric Tonnes,15-07-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,30.00,Metric Tonnes,14-07-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,25.00,Metric Tonnes,13-07-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,23.00,Metric Tonnes,12-07-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,80.00,Metric Tonnes,11-07-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,40.00,Metric Tonnes,10-07-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,19.00,Metric Tonnes,08-07-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,23.00,Metric Tonnes,07-07-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,20.00,Metric Tonnes,06-07-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,19.00,Metric Tonnes,05-07-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,21.00,Metric Tonnes,04-07-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,17.00,Metric Tonnes,03-07-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,30.00,Metric Tonnes,01-07-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,36.00,Metric Tonnes,30-06-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,25.00,Metric Tonnes,28-06-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,13.00,Metric Tonnes,27-06-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,49.00,Metric Tonnes,26-06-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,115.00,Metric Tonnes,24-06-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,70.00,Metric Tonnes,23-06-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,80.00,Metric Tonnes,22-06-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,50.00,Metric Tonnes,21-06-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,50.00,Metric Tonnes,20-06-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,50.00,Metric Tonnes,16-06-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,65.00,Metric Tonnes,15-06-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,55.00,Metric Tonnes,14-06-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,95.00,Metric Tonnes,13-06-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,61.00,Metric Tonnes,12-06-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,60.00,Metric Tonnes,10-06-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,90.00,Metric Tonnes,09-06-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,30.00,Metric Tonnes,08-06-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,50.00,Metric Tonnes,07-06-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,51.00,Metric Tonnes,06-06-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,60.00,Metric Tonnes,05-06-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,61.00,Metric Tonnes,03-06-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,60.00,Metric Tonnes,02-06-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,80.00,Metric Tonnes,01-06-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,69.00,Metric Tonnes,31-05-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,83.00,Metric Tonnes,30-05-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,52.00,Metric Tonnes,27-05-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,50.00,Metric Tonnes,26-05-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,40.00,Metric Tonnes,25-05-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,53.00,Metric Tonnes,24-05-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,64.00,Metric Tonnes,23-05-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,58.00,Metric Tonnes,22-05-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,66.00,Metric Tonnes,20-05-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,60.00,Metric Tonnes,18-05-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,45.00,Metric Tonnes,17-05-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,30.00,Metric Tonnes,16-05-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,66.00,Metric Tonnes,15-05-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,40.00,Metric Tonnes,13-05-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,50.00,Metric Tonnes,12-05-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,45.00,Metric Tonnes,11-05-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,50.00,Metric Tonnes,10-05-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,60.00,Metric Tonnes,09-05-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,80.00,Metric Tonnes,08-05-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,50.00,Metric Tonnes,06-05-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,40.00,Metric Tonnes,04-05-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,39.00,Metric Tonnes,03-05-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,55.00,Metric Tonnes,02-05-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,90.00,Metric Tonnes,26-04-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,50.00,Metric Tonnes,25-04-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,85.00,Metric Tonnes,24-04-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,94.00,Metric Tonnes,21-04-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,111.00,Metric Tonnes,19-04-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,110.00,Metric Tonnes,18-04-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,100.00,Metric Tonnes,17-04-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,60.00,Metric Tonnes,15-04-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,100.00,Metric Tonnes,13-04-2023
Maharashtra,Hingoli,Hingoli APMC,Oil Seeds,Soyabean,86.00,Metric Tonnes,12-04-2023
