,,,,,,Daily Price Report-01-01-2021 to 31-12-2021 for Maharashtra,,,,,
State,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Price Date
Maharashtra,Hingoli,Basmat APMC,Fibre Crops,Cotton,Desi,FAQ,"5,400.00","5,615.00","5,500.00",Rs./Quintal,01-02-2021
Maharashtra,Hingoli,Basmat APMC,Fibre Crops,Cotton,Desi,FAQ,"5,400.00","5,615.00","5,510.00",Rs./Quintal,29-01-2021
Maharashtra,Hingoli,Basmat APMC,Fibre Crops,Cotton,Desi,FAQ,"5,400.00","5,615.00","5,510.00",Rs./Quintal,28-01-2021
Maharashtra,Hingoli,Basmat APMC,Fibre Crops,Cotton,Desi,FAQ,"5,400.00","5,615.00","5,558.00",Rs./Quintal,27-01-2021
Maharashtra,Hingoli,Basmat APMC,Fibre Crops,Cotton,Desi,FAQ,"5,400.00","5,615.00","5,500.00",Rs./Quintal,25-01-2021
Maharashtra,Hingoli,Basmat APMC,Fibre Crops,Cotton,Desi,FAQ,"5,400.00","5,615.00","5,592.00",Rs./Quintal,22-01-2021
Maharashtra,Hingoli,Basmat APMC,Fibre Crops,Cotton,Desi,FAQ,"5,400.00","5,615.00","5,585.00",Rs./Quintal,21-01-2021
Maharashtra,Hingoli,Basmat APMC,Fibre Crops,Cotton,Desi,FAQ,"5,400.00","5,650.00","5,555.00",Rs./Quintal,20-01-2021
Maharashtra,Hingoli,Basmat APMC,Fibre Crops,Cotton,Desi,FAQ,"5,400.00","5,615.00","5,500.00",Rs./Quintal,19-01-2021
Maharashtra,Hingoli,Basmat APMC,Fibre Crops,Cotton,Desi,FAQ,"5,400.00","5,615.00","5,510.00",Rs./Quintal,18-01-2021
Maharashtra,Hingoli,Basmat APMC,Fibre Crops,Cotton,Desi,FAQ,"5,400.00","5,650.00","5,555.00",Rs./Quintal,16-01-2021
Maharashtra,Hingoli,Basmat APMC,Fibre Crops,Cotton,Desi,FAQ,"5,400.00","5,615.00","5,500.00",Rs./Quintal,13-01-2021
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,Other,FAQ,"8,500.00","8,699.00","8,599.00",Rs./Quintal,31-12-2021
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,Other,FAQ,"8,005.00","8,208.00","8,106.00",Rs./Quintal,30-12-2021
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,Other,FAQ,"8,005.00","8,235.00","8,120.00",Rs./Quintal,29-12-2021
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,Other,FAQ,"8,010.00","8,220.00","8,115.00",Rs./Quintal,28-12-2021
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,Other,FAQ,"8,000.00","8,200.00","8,100.00",Rs./Quintal,27-12-2021
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,Other,FAQ,"8,000.00","8,200.00","8,100.00",Rs./Quintal,25-12-2021
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,Other,FAQ,"8,005.00","8,220.00","8,112.00",Rs./Quintal,24-12-2021
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,Other,FAQ,"8,050.00","8,200.00","8,125.00",Rs./Quintal,23-12-2021
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,Other,FAQ,"8,025.00","8,205.00","8,115.00",Rs./Quintal,22-12-2021
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,Other,FAQ,"8,005.00","8,205.00","8,105.00",Rs./Quintal,21-12-2021
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,Other,FAQ,"8,055.00","8,255.00","8,155.00",Rs./Quintal,20-12-2021
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,Other,FAQ,"8,055.00","8,250.00","8,152.00",Rs./Quintal,18-12-2021
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,Other,FAQ,"8,080.00","8,235.00","8,157.00",Rs./Quintal,17-12-2021
