,,,,Daily Arrival Report-01-01-2025 to 31-12-2025 for Maharashtra,,,
State,District,Market,Commodity Group,Commodity,Arrival Quantity,Arrival Unit,Arrival Date
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,63.60,Metric Tonnes,06-11-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,252.10,Metric Tonnes,23-10-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,89.60,Metric Tonnes,16-10-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,60.70,Metric Tonnes,14-10-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,76.40,Metric Tonnes,06-10-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,108.00,Metric Tonnes,30-09-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,114.00,Metric Tonnes,29-09-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,124.30,Metric Tonnes,26-09-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,110.70,Metric Tonnes,25-09-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,104.00,Metric Tonnes,23-09-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,105.10,Metric Tonnes,19-09-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,100.70,Metric Tonnes,18-09-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,107.40,Metric Tonnes,15-09-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,153.40,Metric Tonnes,11-09-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,94.30,Metric Tonnes,13-08-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,80.30,Metric Tonnes,12-08-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,65.60,Metric Tonnes,11-08-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,66.10,Metric Tonnes,05-08-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,129.20,Metric Tonnes,04-08-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,59.00,Metric Tonnes,30-07-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,65.10,Metric Tonnes,15-07-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,75.40,Metric Tonnes,11-07-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,101.40,Metric Tonnes,10-07-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,67.00,Metric Tonnes,08-07-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,71.00,Metric Tonnes,02-07-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,150.40,Metric Tonnes,30-06-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,124.70,Metric Tonnes,20-06-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,126.70,Metric Tonnes,13-06-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,123.60,Metric Tonnes,10-06-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,97.40,Metric Tonnes,09-06-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,112.80,Metric Tonnes,05-06-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,302.00,Metric Tonnes,30-05-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,143.60,Metric Tonnes,26-05-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,101.90,Metric Tonnes,23-05-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,108.20,Metric Tonnes,21-05-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,123.20,Metric Tonnes,20-05-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,160.40,Metric Tonnes,15-05-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,94.70,Metric Tonnes,09-05-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,162.40,Metric Tonnes,07-05-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,180.00,Metric Tonnes,03-05-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,115.90,Metric Tonnes,02-05-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,216.20,Metric Tonnes,28-04-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,147.40,Metric Tonnes,25-04-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,125.80,Metric Tonnes,23-04-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,74.80,Metric Tonnes,22-04-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,126.70,Metric Tonnes,21-04-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,148.70,Metric Tonnes,18-04-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,110.30,Metric Tonnes,16-04-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,103.40,Metric Tonnes,08-04-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,107.40,Metric Tonnes,04-04-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,139.60,Metric Tonnes,03-04-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,115.40,Metric Tonnes,02-04-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,132.60,Metric Tonnes,13-02-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,79.90,Metric Tonnes,05-02-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,113.20,Metric Tonnes,03-02-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,119.40,Metric Tonnes,30-01-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,149.30,Metric Tonnes,27-01-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,118.60,Metric Tonnes,20-01-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,138.70,Metric Tonnes,16-01-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,101.40,Metric Tonnes,13-01-2025
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,140.10,Metric Tonnes,06-01-2025
Maharashtra,Hingoli,Basmat(Kurunda) APMC,Spices,Turmeric,28.00,Metric Tonnes,12-07-2025
Maharashtra,Hingoli,Basmat(Kurunda) APMC,Spices,Turmeric,58.80,Metric Tonnes,21-06-2025
Maharashtra,Hingoli,Basmat(Kurunda) APMC,Spices,Turmeric,88.60,Metric Tonnes,31-05-2025
Maharashtra,Hingoli,Basmat(Kurunda) APMC,Spices,Turmeric,60.70,Metric Tonnes,10-05-2025
Maharashtra,Hingoli,Basmat(Kurunda) APMC,Spices,Turmeric,171.40,Metric Tonnes,27-04-2025
Maharashtra,Hingoli,Basmat(Kurunda) APMC,Spices,Turmeric,84.60,Metric Tonnes,16-04-2025
Maharashtra,Hingoli,Basmat(Kurunda) APMC,Spices,Turmeric,6.50,Metric Tonnes,24-03-2025
Maharashtra,Hingoli,Basmat(Kurunda) APMC,Spices,Turmeric,16.00,Metric Tonnes,22-03-2025
Maharashtra,Hingoli,Basmat(Kurunda) APMC,Spices,Turmeric,5.60,Metric Tonnes,08-03-2025
Maharashtra,Hingoli,Basmat(Kurunda) APMC,Spices,Turmeric,5.00,Metric Tonnes,18-01-2025
Maharashtra,Hingoli,Basmat(Kurunda) APMC,Spices,Turmeric,7.80,Metric Tonnes,04-01-2025
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,105.00,Metric Tonnes,31-12-2025
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,135.00,Metric Tonnes,30-12-2025
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,105.00,Metric Tonnes,29-12-2025
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,125.00,Metric Tonnes,26-12-2025
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,110.00,Metric Tonnes,25-12-2025
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,114.50,Metric Tonnes,24-12-2025
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,120.00,Metric Tonnes,23-12-2025
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,100.00,Metric Tonnes,22-12-2025
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,112.00,Metric Tonnes,18-12-2025
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,114.50,Metric Tonnes,17-12-2025
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,110.00,Metric Tonnes,16-12-2025
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,120.00,Metric Tonnes,15-12-2025
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,140.50,Metric Tonnes,12-12-2025
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,124.00,Metric Tonnes,11-12-2025
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,141.00,Metric Tonnes,10-12-2025
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,150.00,Metric Tonnes,09-12-2025
