,,,,Daily Arrival Report-01-01-2021 to 31-12-2021 for Maharashtra,,,
State,District,Market,Commodity Group,Commodity,Arrival Quantity,Arrival Unit,Arrival Date
Maharashtra,Hingoli,Basmat APMC,Fibre Crops,Cotton,16.00,Metric Tonnes,01-02-2021
Maharashtra,Hingoli,Basmat APMC,Fibre Crops,Cotton,14.00,Metric Tonnes,29-01-2021
Maharashtra,Hingoli,Basmat APMC,Fibre Crops,Cotton,16.00,Metric Tonnes,28-01-2021
Maharashtra,Hingoli,Basmat APMC,Fibre Crops,Cotton,38.00,Metric Tonnes,27-01-2021
Maharashtra,Hingoli,Basmat APMC,Fibre Crops,Cotton,46.00,Metric Tonnes,25-01-2021
Maharashtra,Hingoli,Basmat APMC,Fibre Crops,Cotton,55.00,Metric Tonnes,22-01-2021
Maharashtra,Hingoli,Basmat APMC,Fibre Crops,Cotton,100.00,Metric Tonnes,21-01-2021
Maharashtra,Hingoli,Basmat APMC,Fibre Crops,Cotton,70.00,Metric Tonnes,20-01-2021
Maharashtra,Hingoli,Basmat APMC,Fibre Crops,Cotton,61.00,Metric Tonnes,19-01-2021
Maharashtra,Hingoli,Basmat APMC,Fibre Crops,Cotton,65.00,Metric Tonnes,18-01-2021
Maharashtra,Hingoli,Basmat APMC,Fibre Crops,Cotton,77.00,Metric Tonnes,16-01-2021
Maharashtra,Hingoli,Basmat APMC,Fibre Crops,Cotton,82.00,Metric Tonnes,13-01-2021
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,11.00,Metric Tonnes,31-12-2021
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,8.00,Metric Tonnes,30-12-2021
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,8.00,Metric Tonnes,29-12-2021
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,10.00,Metric Tonnes,28-12-2021
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,21.00,Metric Tonnes,27-12-2021
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,9.00,Metric Tonnes,25-12-2021
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,22.00,Metric Tonnes,24-12-2021
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,18.00,Metric Tonnes,23-12-2021
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,20.00,Metric Tonnes,22-12-2021
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,20.00,Metric Tonnes,21-12-2021
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,23.00,Metric Tonnes,20-12-2021
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,14.00,Metric Tonnes,18-12-2021
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,20.00,Metric Tonnes,17-12-2021
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,23.00,Metric Tonnes,16-12-2021
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,20.00,Metric Tonnes,15-12-2021
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,28.00,Metric Tonnes,14-12-2021
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,31.00,Metric Tonnes,13-12-2021
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,17.00,Metric Tonnes,11-12-2021
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,17.00,Metric Tonnes,10-12-2021
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,15.00,Metric Tonnes,09-12-2021
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,19.00,Metric Tonnes,08-12-2021
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,25.00,Metric Tonnes,07-12-2021
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,13.00,Metric Tonnes,03-12-2021
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,11.00,Metric Tonnes,02-12-2021
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,45.00,Metric Tonnes,31-12-2021
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,40.00,Metric Tonnes,30-12-2021
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,40.00,Metric Tonnes,29-12-2021
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,35.00,Metric Tonnes,28-12-2021
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,40.00,Metric Tonnes,27-12-2021
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,40.00,Metric Tonnes,24-12-2021
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,25.00,Metric Tonnes,23-12-2021
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,40.00,Metric Tonnes,21-12-2021
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,36.00,Metric Tonnes,20-12-2021
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,35.00,Metric Tonnes,18-12-2021
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,35.00,Metric Tonnes,17-12-2021
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,45.00,Metric Tonnes,15-12-2021
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,13.00,Metric Tonnes,01-12-2021
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,22.00,Metric Tonnes,27-11-2021
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,25.00,Metric Tonnes,26-11-2021
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,27.00,Metric Tonnes,25-11-2021

