,,,,,,Daily Price Report-01-01-2024 to 31-12-2024 for Maharashtra,,,,,
State,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Price Date
Maharashtra,Hingoli,Basmat APMC,Fibre Crops,Cotton,Desi,FAQ,"7,220.00","7,521.00","7,370.00",Rs./Quintal,27-11-2024
Maharashtra,Nanded,Hadgaon(Tamsa) APMC,Fibre Crops,Cotton,Other,FAQ,"7,020.00","7,200.00","7,110.00",Rs./Quintal,07-03-2024
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,Other,FAQ,"7,410.00","7,455.00","7,435.00",Rs./Quintal,09-05-2024
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,Other,FAQ,"7,375.00","7,515.00","7,475.00",Rs./Quintal,08-05-2024
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,Other,FAQ,"7,500.00","7,555.00","7,515.00",Rs./Quintal,07-05-2024
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,Other,FAQ,"7,550.00","7,615.00","7,590.00",Rs./Quintal,06-05-2024
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,Other,FAQ,"7,490.00","7,530.00","7,505.00",Rs./Quintal,04-05-2024
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,Other,FAQ,"7,430.00","7,475.00","7,445.00",Rs./Quintal,03-05-2024
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,Other,FAQ,"7,900.00","7,950.00","7,945.00",Rs./Quintal,09-04-2024
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,Other,FAQ,"7,900.00","7,950.00","7,925.00",Rs./Quintal,08-04-2024
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,Other,FAQ,"7,400.00","7,800.00","7,750.00",Rs./Quintal,28-03-2024
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,Other,FAQ,"7,400.00","7,760.00","7,690.00",Rs./Quintal,27-03-2024
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,Other,FAQ,"7,730.00","7,850.00","7,750.00",Rs./Quintal,22-03-2024
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,Other,FAQ,"7,650.00","7,850.00","7,800.00",Rs./Quintal,21-03-2024
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,Other,FAQ,"7,600.00","7,760.00","7,735.00",Rs./Quintal,20-03-2024
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,Other,FAQ,"7,995.00","8,300.00","8,045.00",Rs./Quintal,13-03-2024
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,Other,FAQ,"7,950.00","8,300.00","8,040.00",Rs./Quintal,12-03-2024
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,Other,FAQ,"7,800.00","8,020.00","7,950.00",Rs./Quintal,07-03-2024
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,Other,FAQ,"7,650.00","7,910.00","7,815.00",Rs./Quintal,06-03-2024
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,Other,FAQ,"7,550.00","7,740.00","7,650.00",Rs./Quintal,05-03-2024
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,Other,FAQ,"7,000.00","7,485.00","7,350.00",Rs./Quintal,23-02-2024
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,Other,FAQ,"7,100.00","7,365.00","7,200.00",Rs./Quintal,22-02-2024
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,Other,FAQ,"6,800.00","6,945.00","6,900.00",Rs./Quintal,09-02-2024
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,Other,FAQ,"7,020.00","7,100.00","7,050.00",Rs./Quintal,20-01-2024
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,Other,FAQ,"6,000.00","6,980.00","6,950.00",Rs./Quintal,19-01-2024
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,Other,FAQ,"6,000.00","7,060.00","7,030.00",Rs./Quintal,17-01-2024
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,Other,FAQ,"7,050.00","7,150.00","7,080.00",Rs./Quintal,06-01-2024
Maharashtra,Parbhani,Parbhani APMC,Fibre Crops,Cotton,Other,FAQ,"7,060.00","7,165.00","7,135.00",Rs./Quintal,05-01-2024

