,,,,,,Daily Price Report-01-01-2026 to 16-04-2026 for Maharashtra,,,,,
State,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Price Date
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,Local,"10,250.00","15,505.00","12,877.00",Rs./Quintal,06-04-2026
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,Local,"10,300.00","13,955.00","12,127.00",Rs./Quintal,11-03-2026
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,Local,"10,000.00","14,700.00","12,350.00",Rs./Quintal,06-03-2026
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,Local,"10,000.00","16,400.00","13,200.00",Rs./Quintal,23-02-2026
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,Local,"12,000.00","25,000.00","18,500.00",Rs./Quintal,09-02-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,Other,Local,"12,700.00","14,900.00","13,800.00",Rs./Quintal,10-04-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,Other,Local,"13,500.00","15,200.00","14,350.00",Rs./Quintal,09-04-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,Other,Local,"13,100.00","15,300.00","14,200.00",Rs./Quintal,07-04-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,Other,Local,"12,800.00","15,000.00","13,900.00",Rs./Quintal,06-04-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,Other,Local,"12,500.00","14,500.00","13,500.00",Rs./Quintal,25-03-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,Other,Local,"11,800.00","14,000.00","12,900.00",Rs./Quintal,24-03-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,Other,Local,"12,400.00","14,600.00","13,500.00",Rs./Quintal,23-03-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,Other,Local,"11,900.00","14,000.00","12,950.00",Rs./Quintal,17-03-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,Other,Local,"12,100.00","14,300.00","13,200.00",Rs./Quintal,16-03-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,Other,Local,"12,800.00","14,900.00","13,850.00",Rs./Quintal,13-03-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,Other,Local,"12,300.00","14,500.00","13,400.00",Rs./Quintal,11-03-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,Other,Local,"12,400.00","14,500.00","13,450.00",Rs./Quintal,09-03-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,Other,Local,"12,300.00","14,600.00","13,450.00",Rs./Quintal,06-03-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,Other,Local,"12,300.00","14,500.00","13,400.00",Rs./Quintal,04-03-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,Other,Local,"11,500.00","14,000.00","12,750.00",Rs./Quintal,27-02-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,Other,Local,"13,000.00","14,800.00","13,900.00",Rs./Quintal,25-02-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,Other,Local,"13,100.00","15,000.00","14,050.00",Rs./Quintal,23-02-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,Other,Local,"12,000.00","14,500.00","13,250.00",Rs./Quintal,20-02-2026
