,,,,,,Daily Price Report-01-01-2022 to 31-12-2022 for Maharashtra,,,,,
State,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Price Date
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,Other,FAQ,"7,900.00","10,000.00","9,850.00",Rs./Quintal,28-02-2022
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,Other,FAQ,"9,550.00","9,850.00","9,700.00",Rs./Quintal,26-02-2022
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,Other,FAQ,"9,500.00","9,800.00","9,650.00",Rs./Quintal,25-02-2022
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,Other,FAQ,"9,605.00","9,905.00","9,755.00",Rs./Quintal,24-02-2022
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,Other,FAQ,"9,700.00","9,900.00","9,800.00",Rs./Quintal,21-02-2022
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,Other,FAQ,"9,805.00","10,005.00","9,905.00",Rs./Quintal,18-02-2022
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,Other,FAQ,"9,800.00","10,000.00","9,900.00",Rs./Quintal,17-02-2022
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,Other,FAQ,"9,900.00","10,100.00","10,000.00",Rs./Quintal,16-02-2022
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,Other,FAQ,"9,799.00","9,999.00","9,899.00",Rs./Quintal,15-02-2022
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,Other,FAQ,"9,802.00","10,000.00","9,901.00",Rs./Quintal,14-02-2022
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,Other,FAQ,"9,800.00","10,000.00","9,900.00",Rs./Quintal,12-02-2022
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,Other,FAQ,"9,660.00","9,800.00","9,730.00",Rs./Quintal,11-02-2022
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,Other,FAQ,"9,675.00","9,825.00","9,750.00",Rs./Quintal,10-02-2022
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,Other,FAQ,"9,650.00","9,800.00","9,725.00",Rs./Quintal,09-02-2022
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,Other,FAQ,"9,850.00","10,000.00","9,925.00",Rs./Quintal,08-02-2022
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,Other,FAQ,"9,800.00","9,950.00","9,875.00",Rs./Quintal,05-02-2022
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,Other,FAQ,"9,840.00","9,990.00","9,915.00",Rs./Quintal,04-02-2022
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,Other,FAQ,"9,850.00","10,000.00","9,925.00",Rs./Quintal,03-02-2022
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,Other,FAQ,"9,849.00","9,999.00","9,924.00",Rs./Quintal,02-02-2022
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,Other,FAQ,"9,550.00","9,700.00","9,625.00",Rs./Quintal,31-01-2022
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,Other,FAQ,"9,650.00","9,750.00","9,700.00",Rs./Quintal,29-01-2022
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,Other,FAQ,"9,600.00","9,750.00","9,675.00",Rs./Quintal,28-01-2022
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,Other,FAQ,"9,550.00","9,700.00","9,625.00",Rs./Quintal,27-01-2022
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,Other,FAQ,"9,400.00","9,550.00","9,475.00",Rs./Quintal,25-01-2022
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,Other,FAQ,"9,595.00","9,755.00","9,675.00",Rs./Quintal,24-01-2022
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,Other,FAQ,"9,800.00","9,950.00","9,875.00",Rs./Quintal,22-01-2022
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,Other,FAQ,"9,750.00","9,900.00","9,825.00",Rs./Quintal,21-01-2022
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,Other,FAQ,"9,500.00","9,690.00","9,595.00",Rs./Quintal,20-01-2022
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,Other,FAQ,"9,550.00","9,699.00","9,624.00",Rs./Quintal,19-01-2022
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,Other,FAQ,"9,849.00","9,999.00","9,924.00",Rs./Quintal,18-01-2022
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,Other,FAQ,"9,750.00","9,900.00","9,825.00",Rs./Quintal,17-01-2022
Maharashtra,Hingoli,Hingoli APMC,Fibre Crops,Cotton,Other,FAQ,"9,450.00","9,600.00","9,525.00",Rs./Quintal,12-01-2022
