,,,,Daily Arrival Report-01-01-2021 to 31-12-2021 for Maharashtra,,,
State,District,Market,Commodity Group,Commodity,Arrival Quantity,Arrival Unit,Arrival Date
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,197.00,Metric Tonnes,31-12-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,182.00,Metric Tonnes,30-12-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,220.00,Metric Tonnes,29-12-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,188.00,Metric Tonnes,28-12-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,246.00,Metric Tonnes,27-12-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,187.00,Metric Tonnes,24-12-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,161.00,Metric Tonnes,23-12-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,245.00,Metric Tonnes,22-12-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,154.00,Metric Tonnes,21-12-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,213.00,Metric Tonnes,20-12-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,202.00,Metric Tonnes,17-12-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,200.00,Metric Tonnes,16-12-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,223.00,Metric Tonnes,15-12-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,128.00,Metric Tonnes,14-12-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,195.00,Metric Tonnes,13-12-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,197.00,Metric Tonnes,10-12-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,84.00,Metric Tonnes,09-12-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,161.00,Metric Tonnes,08-12-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,155.00,Metric Tonnes,07-12-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,221.00,Metric Tonnes,06-12-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,180.00,Metric Tonnes,03-12-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,165.00,Metric Tonnes,02-12-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,145.00,Metric Tonnes,01-12-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,177.00,Metric Tonnes,30-11-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,168.00,Metric Tonnes,29-11-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,146.00,Metric Tonnes,26-11-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,157.00,Metric Tonnes,24-11-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,170.00,Metric Tonnes,22-11-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,78.00,Metric Tonnes,20-11-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,116.00,Metric Tonnes,18-11-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,85.00,Metric Tonnes,17-11-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,55.00,Metric Tonnes,16-11-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,113.00,Metric Tonnes,15-11-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,89.00,Metric Tonnes,12-11-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,78.00,Metric Tonnes,11-11-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,79.00,Metric Tonnes,10-11-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,143.00,Metric Tonnes,09-11-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,70.00,Metric Tonnes,08-11-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,458.00,Metric Tonnes,06-11-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,75.00,Metric Tonnes,01-11-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,66.00,Metric Tonnes,29-10-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,87.00,Metric Tonnes,28-10-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,89.00,Metric Tonnes,27-10-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,61.00,Metric Tonnes,25-10-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,83.00,Metric Tonnes,22-10-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,89.00,Metric Tonnes,21-10-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,50.00,Metric Tonnes,18-10-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,101.00,Metric Tonnes,15-10-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,109.00,Metric Tonnes,12-10-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,49.00,Metric Tonnes,07-10-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,79.00,Metric Tonnes,06-10-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,84.00,Metric Tonnes,05-10-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,79.00,Metric Tonnes,04-10-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,65.00,Metric Tonnes,01-10-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,113.00,Metric Tonnes,30-09-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,126.00,Metric Tonnes,29-09-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,66.00,Metric Tonnes,27-09-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,146.00,Metric Tonnes,24-09-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,85.00,Metric Tonnes,22-09-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,99.00,Metric Tonnes,21-09-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,183.00,Metric Tonnes,20-09-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,165.00,Metric Tonnes,15-09-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,241.00,Metric Tonnes,10-09-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,216.00,Metric Tonnes,08-09-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,110.00,Metric Tonnes,02-09-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,239.00,Metric Tonnes,01-09-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,159.00,Metric Tonnes,31-08-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,212.00,Metric Tonnes,30-08-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,176.00,Metric Tonnes,27-08-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,172.00,Metric Tonnes,26-08-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,231.00,Metric Tonnes,25-08-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,201.00,Metric Tonnes,24-08-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,190.00,Metric Tonnes,23-08-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,231.00,Metric Tonnes,20-08-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,173.00,Metric Tonnes,18-08-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,173.00,Metric Tonnes,17-08-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,109.00,Metric Tonnes,16-08-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,198.00,Metric Tonnes,13-08-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,105.00,Metric Tonnes,12-08-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,101.00,Metric Tonnes,11-08-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,92.00,Metric Tonnes,10-08-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,107.00,Metric Tonnes,09-08-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,128.00,Metric Tonnes,06-08-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,144.00,Metric Tonnes,05-08-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,260.00,Metric Tonnes,04-08-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,104.00,Metric Tonnes,03-08-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,153.00,Metric Tonnes,02-08-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,177.00,Metric Tonnes,30-07-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,177.00,Metric Tonnes,29-07-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,178.00,Metric Tonnes,28-07-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,142.00,Metric Tonnes,27-07-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,156.00,Metric Tonnes,26-07-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,141.00,Metric Tonnes,23-07-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,66.00,Metric Tonnes,22-07-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,47.00,Metric Tonnes,20-07-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,118.00,Metric Tonnes,19-07-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,161.00,Metric Tonnes,15-07-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,158.00,Metric Tonnes,14-07-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,165.00,Metric Tonnes,13-07-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,219.00,Metric Tonnes,12-07-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,185.00,Metric Tonnes,08-07-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,173.00,Metric Tonnes,05-07-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,197.00,Metric Tonnes,02-07-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,235.00,Metric Tonnes,01-07-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,229.00,Metric Tonnes,30-06-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,223.00,Metric Tonnes,29-06-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,262.00,Metric Tonnes,28-06-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,320.00,Metric Tonnes,25-06-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,128.00,Metric Tonnes,24-06-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,163.00,Metric Tonnes,23-06-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,220.00,Metric Tonnes,14-06-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,192.00,Metric Tonnes,09-06-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,200.00,Metric Tonnes,08-06-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,173.00,Metric Tonnes,07-06-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,182.00,Metric Tonnes,04-06-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,294.00,Metric Tonnes,03-06-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,262.00,Metric Tonnes,02-06-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,294.00,Metric Tonnes,01-06-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,200.00,Metric Tonnes,31-05-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,347.00,Metric Tonnes,28-05-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,436.00,Metric Tonnes,27-05-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,188.00,Metric Tonnes,25-05-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,207.00,Metric Tonnes,24-05-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,327.00,Metric Tonnes,21-05-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,309.00,Metric Tonnes,20-05-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,305.00,Metric Tonnes,19-05-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,387.00,Metric Tonnes,18-05-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,145.00,Metric Tonnes,17-05-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,163.00,Metric Tonnes,13-05-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,199.00,Metric Tonnes,12-05-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,174.00,Metric Tonnes,11-05-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,169.00,Metric Tonnes,10-05-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,101.00,Metric Tonnes,08-05-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,148.00,Metric Tonnes,07-05-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,141.00,Metric Tonnes,06-05-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,129.00,Metric Tonnes,05-05-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,183.00,Metric Tonnes,04-05-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,166.00,Metric Tonnes,03-05-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,46.00,Metric Tonnes,19-04-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,56.00,Metric Tonnes,16-04-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,266.00,Metric Tonnes,15-04-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,195.00,Metric Tonnes,12-04-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,76.00,Metric Tonnes,09-04-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,74.00,Metric Tonnes,08-04-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,69.00,Metric Tonnes,07-04-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,94.00,Metric Tonnes,06-04-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,89.00,Metric Tonnes,05-04-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,31.00,Metric Tonnes,26-03-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,29.00,Metric Tonnes,25-03-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,55.00,Metric Tonnes,24-03-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,96.00,Metric Tonnes,23-03-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,63.00,Metric Tonnes,22-03-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,80.00,Metric Tonnes,09-03-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,60.00,Metric Tonnes,25-02-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,105.00,Metric Tonnes,23-02-2021
