,,,,Daily Arrival Report-01-01-2026 to 16-04-2026 for Maharashtra,,,
State,District,Market,Commodity Group,Commodity,Arrival Quantity,Arrival Unit,Arrival Date
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,110.30,Metric Tonnes,06-04-2026
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,15.00,Metric Tonnes,11-03-2026
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,45.80,Metric Tonnes,06-03-2026
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,44.30,Metric Tonnes,23-02-2026
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,90.60,Metric Tonnes,09-02-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,182.50,Metric Tonnes,10-04-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,175.00,Metric Tonnes,09-04-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,228.00,Metric Tonnes,07-04-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,225.00,Metric Tonnes,06-04-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,203.00,Metric Tonnes,25-03-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,205.00,Metric Tonnes,24-03-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,205.00,Metric Tonnes,23-03-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,150.00,Metric Tonnes,17-03-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,180.00,Metric Tonnes,16-03-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,100.00,Metric Tonnes,13-03-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,110.00,Metric Tonnes,11-03-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,110.00,Metric Tonnes,09-03-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,110.00,Metric Tonnes,06-03-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,52.00,Metric Tonnes,04-03-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,50.00,Metric Tonnes,27-02-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,30.00,Metric Tonnes,25-02-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,49.90,Metric Tonnes,23-02-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,50.00,Metric Tonnes,20-02-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,50.00,Metric Tonnes,18-02-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,91.50,Metric Tonnes,16-02-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,83.00,Metric Tonnes,13-02-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,90.00,Metric Tonnes,11-02-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,86.50,Metric Tonnes,09-02-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,75.00,Metric Tonnes,06-02-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,90.00,Metric Tonnes,05-02-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,105.00,Metric Tonnes,04-02-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,110.00,Metric Tonnes,03-02-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,135.00,Metric Tonnes,02-02-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,83.00,Metric Tonnes,30-01-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,66.00,Metric Tonnes,28-01-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,82.00,Metric Tonnes,27-01-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,128.00,Metric Tonnes,23-01-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,130.00,Metric Tonnes,22-01-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,110.00,Metric Tonnes,21-01-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,171.00,Metric Tonnes,20-01-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,105.00,Metric Tonnes,13-01-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,110.00,Metric Tonnes,12-01-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,100.00,Metric Tonnes,08-01-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,128.00,Metric Tonnes,07-01-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,106.00,Metric Tonnes,06-01-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,115.00,Metric Tonnes,05-01-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,115.00,Metric Tonnes,02-01-2026
Maharashtra,Hingoli,Hingoli APMC,Spices,Turmeric,112.50,Metric Tonnes,01-01-2026
Maharashtra,Mumbai,Mumbai APMC,Spices,Turmeric,3.60,Metric Tonnes,15-04-2026
Maharashtra,Mumbai,Mumbai APMC,Spices,Turmeric,20.90,Metric Tonnes,14-04-2026
Maharashtra,Mumbai,Mumbai APMC,Spices,Turmeric,22.20,Metric Tonnes,11-04-2026
Maharashtra,Mumbai,Mumbai APMC,Spices,Turmeric,29.90,Metric Tonnes,10-04-2026
Maharashtra,Mumbai,Mumbai APMC,Spices,Turmeric,27.00,Metric Tonnes,09-04-2026
Maharashtra,Mumbai,Mumbai APMC,Spices,Turmeric,31.80,Metric Tonnes,08-04-2026
Maharashtra,Mumbai,Mumbai APMC,Spices,Turmeric,23.10,Metric Tonnes,07-04-2026
Maharashtra,Mumbai,Mumbai APMC,Spices,Turmeric,13.90,Metric Tonnes,06-04-2026
Maharashtra,Mumbai,Mumbai APMC,Spices,Turmeric,13.20,Metric Tonnes,04-04-2026
Maharashtra,Mumbai,Mumbai APMC,Spices,Turmeric,11.80,Metric Tonnes,03-04-2026
Maharashtra,Mumbai,Mumbai APMC,Spices,Turmeric,7.00,Metric Tonnes,02-04-2026
Maharashtra,Mumbai,Mumbai APMC,Spices,Turmeric,12.10,Metric Tonnes,01-04-2026
Maharashtra,Mumbai,Mumbai APMC,Spices,Turmeric,43.50,Metric Tonnes,31-03-2026
Maharashtra,Mumbai,Mumbai APMC,Spices,Turmeric,8.00,Metric Tonnes,28-03-2026
Maharashtra,Mumbai,Mumbai APMC,Spices,Turmeric,17.10,Metric Tonnes,26-03-2026
Maharashtra,Mumbai,Mumbai APMC,Spices,Turmeric,68.80,Metric Tonnes,25-03-2026
Maharashtra,Mumbai,Mumbai APMC,Spices,Turmeric,3.50,Metric Tonnes,20-03-2026
Maharashtra,Mumbai,Mumbai APMC,Spices,Turmeric,20.80,Metric Tonnes,18-03-2026
Maharashtra,Mumbai,Mumbai APMC,Spices,Turmeric,47.20,Metric Tonnes,17-03-2026
Maharashtra,Mumbai,Mumbai APMC,Spices,Turmeric,12.30,Metric Tonnes,13-03-2026
