,,,,,,Daily Price Report-01-01-2022 to 31-12-2022 for Maharashtra,,,,,
State,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Price Date
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,Yellow,FAQ,"5,110.00","5,400.00","5,320.00",Rs./Quintal,29-12-2022
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,Yellow,FAQ,"5,150.00","5,400.00","5,346.00",Rs./Quintal,28-12-2022
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,Yellow,FAQ,"5,010.00","5,400.00","5,329.00",Rs./Quintal,27-12-2022
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,Yellow,FAQ,"5,100.00","5,485.00","5,433.00",Rs./Quintal,20-12-2022
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,Yellow,FAQ,"4,500.00","5,480.00","5,387.00",Rs./Quintal,16-12-2022
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,Yellow,FAQ,"5,005.00","5,525.00","5,388.00",Rs./Quintal,14-12-2022
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,Yellow,FAQ,"4,445.00","5,455.00","5,357.00",Rs./Quintal,12-12-2022
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,Yellow,FAQ,"4,450.00","5,535.00","5,422.00",Rs./Quintal,10-12-2022
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,Yellow,FAQ,"5,315.00","5,495.00","5,420.00",Rs./Quintal,08-12-2022
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,Yellow,FAQ,"4,410.00","5,495.00","5,342.00",Rs./Quintal,06-12-2022
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,Yellow,FAQ,"4,600.00","5,480.00","5,401.00",Rs./Quintal,05-12-2022
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,Yellow,FAQ,"5,220.00","5,575.00","5,449.00",Rs./Quintal,29-11-2022
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,Yellow,FAQ,"5,105.00","5,475.00","5,379.00",Rs./Quintal,28-11-2022
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,Yellow,FAQ,"5,000.00","5,600.00","5,500.00",Rs./Quintal,25-11-2022
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,Yellow,FAQ,"4,290.00","5,655.00","5,536.00",Rs./Quintal,23-11-2022
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,Yellow,FAQ,"5,000.00","5,675.00","5,566.00",Rs./Quintal,22-11-2022
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,Yellow,FAQ,"5,555.00","5,640.00","5,604.00",Rs./Quintal,21-11-2022
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,Yellow,FAQ,"5,495.00","5,690.00","5,617.00",Rs./Quintal,19-11-2022
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,Yellow,FAQ,"4,800.00","5,580.00","5,461.00",Rs./Quintal,17-11-2022
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,Yellow,FAQ,"5,270.00","5,680.00","5,582.00",Rs./Quintal,16-11-2022
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,Yellow,FAQ,"5,000.00","5,750.00","5,662.00",Rs./Quintal,15-11-2022
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,Yellow,FAQ,"4,600.00","5,830.00","5,742.00",Rs./Quintal,14-11-2022
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,Yellow,FAQ,"5,100.00","5,800.00","5,640.00",Rs./Quintal,11-11-2022
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,Yellow,FAQ,"4,400.00","5,665.00","5,521.00",Rs./Quintal,10-11-2022
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,Yellow,FAQ,"5,100.00","5,675.00","5,541.00",Rs./Quintal,09-11-2022
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,Yellow,FAQ,"4,800.00","5,900.00","5,600.00",Rs./Quintal,07-11-2022
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,Yellow,FAQ,"5,460.00","5,705.00","5,632.00",Rs./Quintal,05-11-2022
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,Yellow,FAQ,"4,415.00","5,635.00","5,286.00",Rs./Quintal,02-11-2022
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,Yellow,FAQ,"4,075.00","5,165.00","4,907.00",Rs./Quintal,31-10-2022
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,Yellow,FAQ,"3,855.00","5,200.00","4,895.00",Rs./Quintal,28-10-2022
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,Yellow,FAQ,"4,250.00","5,300.00","4,808.00",Rs./Quintal,27-10-2022
Maharashtra,Hingoli,Basmat APMC,Oil Seeds,Soyabean,Yellow,FAQ,"3,000.00","5,100.00","4,349.00",Rs./Quintal,21-10-2022
