,,,,,,Daily Price Report-01-01-2021 to 31-12-2021 for Maharashtra,,,,,
State,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Price Date
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"7,171.00","9,101.00","8,551.00",Rs./Quintal,31-12-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"6,500.00","9,000.00","7,764.00",Rs./Quintal,30-12-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"6,507.00","8,485.00","7,682.00",Rs./Quintal,29-12-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"7,000.00","9,405.00","7,997.00",Rs./Quintal,28-12-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"7,125.00","8,611.00","7,809.00",Rs./Quintal,27-12-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"6,668.00","8,819.00","7,539.00",Rs./Quintal,24-12-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"6,500.00","8,750.00","7,510.00",Rs./Quintal,23-12-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"6,509.00","8,881.00","7,531.00",Rs./Quintal,22-12-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"6,805.00","8,305.00","7,659.00",Rs./Quintal,21-12-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"6,579.00","8,705.00","7,569.00",Rs./Quintal,20-12-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"7,011.00","8,812.00","7,560.00",Rs./Quintal,17-12-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"6,875.00","9,700.00","7,981.00",Rs./Quintal,16-12-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"6,900.00","8,450.00","7,511.00",Rs./Quintal,15-12-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"6,300.00","8,315.00","7,646.00",Rs./Quintal,14-12-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"6,519.00","8,359.00","7,659.00",Rs./Quintal,13-12-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"6,000.00","8,787.00","7,339.00",Rs./Quintal,10-12-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"7,000.00","8,890.00","7,467.00",Rs./Quintal,09-12-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"6,890.00","8,659.00","7,550.00",Rs./Quintal,08-12-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"6,605.00","8,270.00","7,509.00",Rs./Quintal,07-12-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"6,500.00","8,585.00","7,359.00",Rs./Quintal,06-12-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"6,400.00","8,666.00","7,375.00",Rs./Quintal,03-12-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"5,970.00","8,195.00","7,310.00",Rs./Quintal,02-12-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"6,000.00","7,777.00","7,039.00",Rs./Quintal,01-12-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"6,000.00","8,460.00","6,911.00",Rs./Quintal,30-11-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"6,486.00","8,105.00","7,505.00",Rs./Quintal,29-11-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"6,233.00","8,369.00","7,100.00",Rs./Quintal,26-11-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"6,000.00","8,225.00","7,275.00",Rs./Quintal,24-11-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"6,060.00","8,350.00","7,812.00",Rs./Quintal,22-11-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"6,000.00","8,551.00","7,411.00",Rs./Quintal,20-11-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"6,207.00","7,711.00","6,799.00",Rs./Quintal,18-11-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"5,805.00","7,359.00","6,705.00",Rs./Quintal,17-11-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"5,850.00","7,331.00","6,875.00",Rs./Quintal,16-11-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"5,100.00","7,705.00","6,739.00",Rs./Quintal,15-11-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"6,055.00","7,486.00","6,825.00",Rs./Quintal,12-11-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"5,831.00","8,231.00","6,558.00",Rs./Quintal,11-11-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"5,855.00","7,007.00","6,431.00",Rs./Quintal,10-11-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"5,631.00","7,619.00","6,631.00",Rs./Quintal,09-11-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"5,555.00","6,700.00","6,000.00",Rs./Quintal,08-11-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"5,550.00","8,350.00","6,803.00",Rs./Quintal,06-11-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"5,655.00","8,431.00","6,565.00",Rs./Quintal,01-11-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"5,555.00","6,881.00","6,111.00",Rs./Quintal,29-10-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"5,610.00","6,810.00","6,281.00",Rs./Quintal,28-10-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"5,355.00","6,900.00","6,180.00",Rs./Quintal,27-10-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"5,350.00","6,600.00","5,797.00",Rs./Quintal,25-10-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"5,970.00","8,200.00","6,365.00",Rs./Quintal,22-10-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"5,300.00","6,905.00","6,550.00",Rs./Quintal,21-10-2021
Maharashtra,Hingoli,Basmat APMC,Spices,Turmeric,Other,FAQ,"5,000.00","6,540.00","6,106.00",Rs./Quintal,18-10-2021
